,시간,규모,진앙,위도,경도,위치,pca_x,pca_y,cluster,silhouette_coff,cluster_db
54,2013-07-234:03:00PM,2.7,19.0,36.19,126.16,충남보령시서남서쪽44km해역,6.440387881432796,2.1502097268944436,2,0.5899930837733014,-1
55,2013-07-2611:23:00AM,2.2,18.0,36.19,126.14,충남보령시서남서쪽45km해역,5.447627213310271,2.083051796501728,2,0.5592993487601726,11
56,2013-07-289:10:00AM,2.8,11.0,36.2,126.14,충남보령시서남서쪽45km해역,-1.4949856857736137,1.6272345713287262,0,0.5894599513029403,14
57,2013-07-2910:29:00AM,2.7,8.0,36.2,126.13,충남보령시서남서쪽46km해역,-4.470453974526511,1.428952565434934,0,0.3147936302773885,19
58,2013-07-302:57:00PM,2.7,22.0,36.21,126.14,충남보령시서남서쪽45km해역,9.411477393642384,2.3715409953984,2,0.5605493576182966,8
59,2013-07-318:05:00PM,2.2,16.0,36.21,126.17,충남보령시서남서쪽42km해역,3.464952958003379,1.9143661752744514,2,0.348909281518792,10
60,2013-07-318:27:00PM,2.2,18.0,36.2,126.17,충남보령시서남서쪽43km해역,5.449107872483034,2.05203660027975,2,0.5612373944261821,11
61,2013-07-3110:30:00PM,3.2,23.0,36.21,126.18,충남보령시서남서쪽41km해역,10.405890088423241,2.418958314947436,2,0.5340626266024334,-1
62,2013-08-0112:57:00AM,2.8,25.0,36.23,126.22,충남보령시서남서쪽37km해역,12.390733014069975,2.497922303426412,2,0.47958136247644684,-1
63,2013-08-015:22:00PM,3.1,21.0,36.19,126.17,충남보령시서남서쪽43km해역,8.423995328132273,2.2916179414910034,2,0.5828974515594032,13
64,2013-08-047:58:00PM,2.3,19.0,36.2,126.16,충남보령시서남서쪽43km해역,6.439766600912677,2.133793071968395,2,0.5908650435511497,-1
65,2013-08-079:08:00PM,2.0,0.0,36.19,126.08,충남보령시서남서쪽51km해역,-12.405558619501722,0.9083721361085219,1,0.6954938924157305,12
66,2013-08-1012:43:00PM,2.6,11.0,35.9,129.75,경북포항시남구동남동쪽37km해역,-1.1666853993555186,-1.9013234747441077,0,0.5959261501678983,20
67,2013-08-114:19:00AM,2.3,0.0,38.48,126.13,북한황해북도평산북서쪽28km지역,-12.630110834650722,0.5486997801942183,1,0.6929913894799521,12
68,2013-08-124:33:00AM,3.1,22.0,35.66,129.75,울산동구동북동쪽35km해역,9.764148049986884,-1.0993914893082488,2,0.5765469693190619,15
69,2013-08-124:39:00AM,2.3,16.0,35.66,129.77,울산동구동북동쪽36km해역,3.817079676239674,-1.5579552852375518,2,0.46084576363677593,0
70,2013-08-1312:01:00AM,2.1,16.0,36.92,129.44,경북울진군남남동쪽8km해역,3.664339303868153,-1.4166806683173867,2,0.44474349410224456,0
71,2013-08-1312:36:00AM,3.0,14.0,36.91,129.44,경북울진군남남동쪽10km해역,1.6813329253550804,-1.5177646897281971,0,0.14647386762200554,16
72,2013-08-298:35:00AM,2.5,24.0,38.19,129.3,강원강릉시북동쪽60km해역,11.458361788153814,-0.8967629917189115,2,0.5245244331006051,-1
73,2013-09-111:00:00PM,4.0,14.0,33.56,125.39,전남신안군가거도남남동쪽60km해역,1.6799798492420281,2.98767372895714,0,0.0861950997127375,-1
74,2013-09-145:33:00PM,2.2,21.0,36.2,126.16,충남보령시서남서쪽43km해역,8.423018159651253,2.266306123274828,2,0.5839251486988054,13
75,2013-09-151:16:00PM,2.3,16.0,36.55,129.23,경북영양군남동쪽16km지역,3.6837080639534876,-1.1499397085845675,2,0.463471098272454,0
76,2013-10-101:08:00PM,2.6,8.0,35.36,128.23,경남의령군북서쪽5km지역,-4.213117161890498,-0.5296051505489574,0,0.4328070217142808,17
77,2013-10-114:06:00PM,3.6,16.0,36.46,129.61,경북영덕군동북동쪽22km해역,3.722850671836887,-1.463582576354928,2,0.4519186290964777,0
78,2013-10-1912:16:00AM,2.0,8.0,35.96,128.06,경북김천시남쪽20km지역,-4.286438086928374,-0.4685853182205247,0,0.41808465413871954,17
79,2013-10-266:47:00AM,2.7,8.0,37.96,124.61,인천백령도서쪽6km해역,-4.771547023952702,2.682085717214522,0,0.18801889693318152,-1
80,2013-11-087:14:00PM,2.6,21.0,36.23,126.36,충남보령시서남서쪽25km해역,8.436170183495756,2.0796995499382915,2,0.5906744691459875,13
81,2013-11-089:02:00PM,3.0,18.0,36.24,126.36,충남보령시서남서쪽25km해역,5.460060401889021,1.8889084273781538,2,0.5712349526559252,11
82,2013-11-104:28:00PM,2.0,3.0,37.66,124.67,인천백령도남쪽33km해역,-9.69390517818245,2.298055264558885,1,0.5942947391041418,-1
83,2013-11-1610:32:00PM,2.1,5.0,38.51,125.66,북한황해북도사리원서쪽9km지역,-7.713843719256092,1.341550470288294,1,0.453952473759347,-1
84,2013-11-209:07:00PM,2.1,10.0,38.47,126.17,북한황해북도평산북서쪽25km지역,-2.7098336820474027,1.1844473762226866,0,0.5834514999037569,18
85,2013-11-2211:29:00PM,2.1,10.0,36.99,126.4,충남서산시북북서쪽24km지역,-2.5432230148961037,1.1652637850784924,0,0.5988453892204728,18
86,2013-11-262:26:00AM,2.1,12.0,37.12,128.11,충북제천시서남서쪽10km지역,-0.43178315253538446,-0.4045479364405301,0,0.5767985108888869,37
87,2013-12-028:02:00PM,2.8,8.0,38.56,126.1,북한황해북도사리원동북동쪽30km지역,-4.708407911864659,1.130906505715207,0,0.2758474554704013,19
88,2013-12-039:00:00PM,2.5,13.0,35.64,128.72,경북청도군서남서쪽2km지역,0.7574186876620553,-0.7156576861204286,0,0.3998189232839969,33
89,2013-12-046:28:00AM,2.4,0.0,38.71,125.69,북한황해북도송림동남동쪽6km지역,-12.689489204946524,0.9544478734984462,1,0.6904897107556041,12
90,2013-12-084:38:00PM,2.8,0.0,33.44,125.09,제주제주시고산서쪽101km해역,-12.213806415626763,2.301734110839347,1,0.6538488707095409,-1
91,2013-12-1311:40:00AM,2.5,11.0,36.1,129.04,경북영천시북북동쪽17km지역,-1.2451859369472873,-1.2323704826657074,0,0.6290733489988753,20
92,2013-12-1912:38:00PM,2.9,0.0,38.11,127.11,경기연천군동북동쪽3km지역,-12.512822588689287,-0.3441132303017009,1,0.6795405787136037,47
93,2014-01-296:08:00AM,2.2,11.0,36.23,128.8,경북의성군남동쪽16km지역,-1.2776941322178297,-1.0249980732030284,0,0.6351288713285134,20
94,2014-02-0511:06:00PM,2.8,7.0,38.26,124.4,북한황해남도용연군장산곶서북서쪽29km해역,-5.810487520213286,2.7828537535968305,1,0.06806555905567592,6
95,2014-02-219:17:00PM,2.7,6.0,35.05,127.75,전남광양시북북동쪽13km지역,-6.2050985551723,-0.14481086295668263,1,0.1261144675927458,-1
96,2014-02-228:44:00PM,2.6,0.0,38.31,124.27,북한황해남도용연군장산곶서북서쪽42km해역,-12.76707591524603,2.4197086291426473,1,0.6422120122161588,42
97,2014-02-283:20:00AM,2.4,0.0,38.74,125.01,북한남포서쪽22km해역,-12.748650253773986,1.621415802313763,1,0.673035139117326,21
98,2014-03-1111:39:00AM,2.7,12.0,35.86,128.47,대구달성군서북서쪽9km지역,-0.2769408404709807,-0.5604210946565985,0,0.56078063194109,37
99,2014-03-1412:59:00PM,2.5,2.0,39.41,126.09,북한평안남도성천북북서쪽21km지역,-10.743201820219937,0.6013552984631726,1,0.6782104191282743,-1
100,2014-03-2810:40:00AM,3.0,19.0,36.47,127.93,경북상주시서북서쪽22km지역,6.55838350266163,0.37510510967567134,2,0.6583512699247211,-1
101,2014-04-014:48:00AM,5.1,8.0,36.95,124.5,충남태안군서격렬비도서북서쪽100km해역,-4.68215431005317,3.0225656022759164,0,0.19132573693912305,-1
102,2014-04-019:25:00AM,2.3,7.0,36.95,124.5,충남태안군서격렬비도서북서쪽100km해역,-5.671100374823335,2.8493459049644856,1,0.032527878819537524,6
103,2014-04-086:19:00AM,2.7,9.0,36.96,124.44,충남태안군서격렬비도서북서쪽105km해역,-3.6942724022427536,3.0584419775574205,0,0.35623266135845855,5
104,2014-04-121:44:00AM,2.6,14.0,33.52,126.9,제주제주시동쪽34km지역,1.8100137362361208,1.450331417692515,0,0.08115009369069395,-1
105,2014-04-132:02:00PM,2.9,2.0,36.93,124.52,충남태안군서격렬비도서북서쪽97km해역,-10.625911571139767,2.5142670538660634,1,0.6222267899397153,-1
106,2014-04-2512:14:00PM,2.9,8.0,35.97,128.04,경북김천시남남서쪽19km지역,-4.289933720064321,-0.4164711436517768,0,0.416483083569563,17
107,2014-04-262:08:00PM,2.7,19.0,36.46,127.93,경북상주시서북서쪽21km지역,6.559662958697322,0.3652501084049634,2,0.6585427999933936,-1
108,2014-05-158:46:00AM,3.4,18.0,33.0,126.21,제주제주시고산남쪽33km해역,5.770445485630427,2.5069620895724984,2,0.5486708141502318,24
109,2014-06-051:29:00PM,2.3,19.0,35.97,128.62,대구동구북쪽10km지역,6.6659056386262865,-0.2620036228040089,2,0.6647973428042174,34
110,2014-06-084:05:00AM,2.6,19.0,33.52,125.96,제주제주시고산북서쪽31km해역,6.690262317456857,2.7188054899670284,2,0.5619769242592607,-1
111,2014-06-189:59:00AM,2.1,10.0,35.91,128.66,대구동구북쪽4km지역,-2.248826874513501,-0.9137630049570017,0,0.660745710269385,-1
112,2014-06-218:29:00AM,2.6,0.0,38.77,125.89,북한황해북도송림동쪽22km지역,-12.679141273398914,0.7561222728077035,1,0.692369935394579,12
113,2014-07-039:57:00PM,3.5,16.0,35.66,129.76,울산동구동북동쪽35km해역,3.8151253620266656,-1.5030478549069763,2,0.4644663268338567,0
114,2014-07-0310:04:00PM,2.6,0.0,35.66,129.82,울산동구동북동쪽40km해역,-12.044332601654842,-2.6861766915101297,1,0.5966497501245993,22
115,2014-07-0412:11:00AM,2.5,0.0,35.65,129.81,울산동구동북동쪽39km해역,-12.044067209095623,-2.6786551998742247,1,0.5970450927805168,22
116,2014-07-044:13:00AM,2.9,13.0,35.66,129.78,울산동구동북동쪽37km해역,0.8426052386295344,-1.7497062457782542,0,0.3558157147902633,33
117,2014-07-046:27:00AM,2.2,13.0,34.51,125.41,전남신안군흑산면남남서쪽17km해역,0.5969943829940214,2.698837762361046,0,0.31307325153869453,7
118,2014-08-021:32:00AM,2.2,14.0,37.4,127.2,경기광주시서남서쪽5km지역,1.4481864802892859,0.594349256956391,0,0.20890226938895384,48
119,2014-08-056:16:00AM,2.5,12.375886524822695,40.11,127.2,북한함경남도신흥서북서쪽20km지역,-0.4328222326366229,0.11439282878726016,0,0.5704481478146644,37
120,2014-08-106:07:00PM,2.4,12.375886524822695,38.15,126.63,북한개성북북동쪽21km지역,-0.2843243276377366,0.9484860155581438,0,0.5281797132062432,-1
121,2014-08-1612:51:00AM,2.1,12.0,33.59,126.58,제주제주시북북동쪽11km해역,-0.20608776429696773,1.6013196177351212,0,0.48789566197500783,-1
122,2014-08-185:13:00AM,2.1,7.0,36.57,125.64,충남태안군서격렬비도동남동쪽10km해역,-5.53884633419129,1.7699875377365437,0,0.019642550393958028,-1
123,2014-08-2110:30:00PM,2.7,21.0,33.87,127.83,전남여수시거문도동남동쪽51km해역,8.792881990086446,0.9639278163986464,2,0.610914203253374,-1
124,2014-09-0912:24:00AM,2.2,11.0,35.68,129.38,경북경주시남동쪽23km지역,-1.1749294143159073,-1.5202403900633965,0,0.6160339157948131,20
125,2014-09-233:27:00PM,3.5,14.0,35.8,129.41,경북경주시동남동쪽18km지역,1.789094030434683,-1.3135132295822232,0,0.11437229883207457,16
126,2014-09-252:26:00AM,3.8,14.0,35.07,129.94,울산동구남동쪽67km해역,1.9053994611350136,-1.7228676988897422,0,0.0682620654237087,16
127,2014-09-289:32:00PM,3.2,8.0,37.24,126.44,인천옹진군남서쪽30km지역,-4.549045291422877,0.995693450596841,0,0.3180400583930619,19
128,2014-10-014:34:00PM,2.2,11.0,36.67,125.45,충남태안군서격렬비도북서쪽11km해역,-1.5982933533365746,2.21976592502671,0,0.5603225105199668,-1
129,2014-10-071:57:00AM,2.9,12.375886524822695,33.3,125.96,제주제주시고산서쪽19km해역,0.1435923490854207,2.3096377264224217,0,0.403469856792038,-1
130,2014-10-1110:11:00PM,2.3,16.0,37.73,129.43,강원동해시북동쪽36km해역,3.5825373943983037,-1.5130508518850858,2,0.42311995272309705,0
131,2014-10-197:57:00PM,2.6,12.375886524822695,36.44,128.19,경북상주시북동쪽4km지역,0.01489782088414608,-0.34364357020636516,0,0.5242845481756366,-1
132,2014-10-209:15:00PM,2.2,0.0,33.68,125.88,제주제주시고산북북서쪽50km해역,-12.171924351734349,1.4657587011047204,1,0.6855098962754745,-1
133,2014-10-216:33:00AM,2.3,20.0,35.21,129.49,부산기장군동쪽24km해역,7.805148507015868,-0.9458618452872517,2,0.6367915790241162,23
