,시간,규모,진앙,위도,경도,위치,pca_x,pca_y,cluster,silhouette_coff,cluster_db
180,2015-10-303:17:00PM,2.9,17.0,35.74,129.37,경북경주시남동쪽18km지역,4.767074712945723,-1.083725673037179,2,0.6031709302866407,1
181,2015-11-138:04:00PM,2.6,18.0,35.8,129.42,경북경주시동남동쪽19km지역,5.757081336756576,-1.0846290885879397,2,0.6490253173598174,2
182,2015-11-2411:27:00AM,3.2,13.0,35.67,129.82,울산동구동북동쪽41km해역,0.8446298359105022,-1.7793324661948777,0,0.35398777297092865,33
183,2015-11-242:10:00PM,2.4,14.0,35.69,129.75,울산동구북동쪽36km해역,1.829183948398567,-1.674940565569724,0,0.09494490343667457,16
184,2015-12-111:25:00AM,2.1,14.0,36.9,126.58,충남당진시서북서쪽5km지역,1.446936719691321,1.2727690971913876,0,0.19235066468364354,-1
185,2015-12-224:31:00AM,3.9,11.0,36.02,126.95,전북익산시북쪽8km지역,-1.4111600272561895,0.8943009025429758,0,0.6188087591901942,-1
186,2016-01-068:39:00PM,3.0,7.0,36.01,128.07,경북김천시남쪽14km지역,-5.283117995241871,-0.5160791585251924,0,0.17985777484423002,-1
187,2016-01-237:14:00AM,2.4,7.0,38.42,126.25,북한황해북도평산군북서쪽16km지역,-5.673257047058757,0.9193663962843195,0,0.004009659724259168,-1
188,2016-01-256:40:00PM,2.3,20.0,36.22,128.69,경북의성군남쪽14km지역,7.638331978394581,-0.2980696871442554,2,0.6493086201353576,52
189,2016-01-313:03:00AM,2.0,28.0,36.95,129.92,경북울진군동쪽46km해역,15.600035028287094,-1.080824391884291,2,0.4125652350897339,-1
190,2016-02-115:57:00AM,3.1,17.0,36.21,127.48,충남금산군북쪽12km지역,4.5638932452936585,0.7232670812200902,2,0.5635437393704432,27
191,2016-02-2411:22:00PM,2.9,20.0,33.52,125.92,제주제주시고산북서쪽34km해역,7.678254955751696,2.8376790654059514,2,0.5629693849837812,-1
192,2016-02-266:46:00PM,2.2,14.0,33.23,127.19,제주서귀포시성산동남동쪽34km해역,1.8632682667037959,1.189804304227467,0,0.06778762362945484,-1
193,2016-02-284:52:00PM,2.5,6.0,38.73,125.85,북한황해북도송림시동쪽19km지역,-6.72888917738822,1.2062659557250224,1,0.2893833480977528,28
194,2016-03-022:04:00PM,2.7,3.0,36.35,127.2,충남공주시남동쪽13km지역,-9.35492509468909,0.011100323329482452,1,0.6088463753783389,-1
195,2016-03-0511:11:00AM,3.3,0.0,35.61,129.82,울산동구동북동쪽38km해역,-12.040003873096753,-2.6528836355310115,1,0.5983488096299231,22
196,2016-03-145:17:00AM,3.1,8.0,38.71,125.87,북한황해북도송림시동쪽21km지역,-4.742649005877423,1.348118612297475,0,0.2576031172403636,19
197,2016-03-153:00:00AM,2.7,16.0,36.31,128.21,경북상주시남남동쪽12km지역,3.6230157436375725,-0.09445346163254578,2,0.45614246257671226,29
198,2016-03-153:38:00AM,2.5,13.0,37.6,129.82,강원삼척시동북동쪽60km해역,0.6527935141826003,-2.0766301539909193,0,0.37563325353119853,40
199,2016-03-272:52:00PM,2.3,12.0,35.33,130.04,울산동구동남동쪽59km해역,-0.09401946431651076,-2.050644583161107,0,0.4904873323206896,25
200,2016-03-276:28:00PM,3.1,7.0,39.38,126.06,북한평안남도성천시북서쪽20km지역,-5.785358034042851,0.99836297967452,1,0.029227912269299255,-1
201,2016-03-282:34:00PM,2.9,13.0,35.22,127.96,경남진주시서북서쪽12km지역,0.7361555685696402,0.10847765908043484,0,0.3967988613291837,30
202,2016-04-135:28:00AM,2.1,17.0,35.92,127.93,경북김천시남남서쪽28km지역,4.630928139469906,0.2822965185513183,2,0.5859492406467923,27
203,2016-04-213:53:00PM,2.7,18.0,33.52,125.92,제주제주시고산북서쪽34km해역,5.69528547223408,2.6939067328723394,2,0.5332213985472318,24
204,2016-04-213:55:00PM,2.7,10.0,33.53,125.89,제주제주시고산북서쪽36km해역,-2.240820083227842,2.1770487889860703,0,0.5661154868490645,-1
205,2016-04-2511:42:00AM,2.3,22.0,33.51,125.91,제주제주시고산북서쪽34km해역,9.662148007344106,2.9627012333787297,2,0.5345598783780309,-1
206,2016-04-277:27:00PM,2.3,15.0,35.57,128.34,경남합천군동쪽16km지역,2.7163574306691225,-0.2019961628313746,2,0.23298440725299122,26
207,2016-04-2810:16:00AM,2.4,10.0,35.42,128.56,경남창녕군남남동쪽15km지역,-2.208497423104199,-0.7349909516443066,0,0.6645809773210721,-1
208,2016-04-3010:46:00PM,2.6,19.0,37.75,125.4,북한황해남도옹진군남쪽20km지역,6.222113486391509,2.677532172001673,2,0.5540404094883479,-1
209,2016-05-033:29:00AM,2.4,2.0,37.11,129.02,강원태백시남남동쪽7km지역,-10.271688302312153,-1.9714128938879354,1,0.5867496347490466,-1
210,2016-05-221:22:00AM,3.5,21.0,40.68,127.15,북한함경남도장진군북북서쪽34km지역,8.05674454828076,0.7088186846644244,2,0.6333126510381939,-1
211,2016-05-244:52:00AM,2.3,16.0,33.61,125.56,제주제주시고산서북서쪽66km해역,3.6737911316812104,2.8853206884317237,2,0.3302002258292965,-1
212,2016-06-034:53:00AM,3.0,10.0,36.39,127.92,경북상주시서쪽22km지역,-2.3586723656418247,-0.21698799797041965,0,0.6532399123133369,-1
213,2016-06-0510:11:00AM,2.2,17.0,36.0,129.58,경북포항시남구동쪽20km해역,4.759147267190719,-1.3537850219607621,2,0.5866424467094986,1
214,2016-06-074:06:00PM,2.3,12.0,33.05,126.17,제주제주시고산남쪽27km해역,-0.186283796944481,2.089339445164659,0,0.4583247893772078,-1
215,2016-06-1312:33:00PM,2.7,8.0,34.3,124.68,전남신안군흑산면서남서쪽82km해역,-4.400723552456251,3.1269600433307883,0,0.2397760930476378,-1
216,2016-06-152:07:00AM,2.6,20.0,35.87,129.69,경북포항시남구동남동쪽33km해역,7.755559564605841,-1.2246911496239656,2,0.630744646255039,23
217,2016-06-213:23:00AM,3.1,0.0,39.49,126.19,북한평안남도성천군북쪽28km지역,-12.726642417552991,0.377670421998585,1,0.6887607899075975,12
218,2016-06-253:24:00AM,2.6,1.0,38.74,125.86,북한황해북도송림시20km지역,-11.68704840410975,0.8580791014670396,1,0.695021444331842,-1
219,2016-07-058:33:00PM,5.0,19.0,35.51,129.99,울산동구동쪽52km해역,6.822410305211054,-1.4483050565529514,2,0.6362235260482569,31
220,2016-07-059:24:00PM,2.6,24.0,35.51,129.87,울산동구동쪽41km해역,11.77264858119106,-1.079270278686314,2,0.5128184287697135,-1
221,2016-07-094:47:00AM,2.3,18.0,35.48,129.97,울산동구동쪽50km해역,5.8347103311531034,-1.5938182094088904,2,0.6228681604475501,2
222,2016-07-091:16:00PM,2.6,0.0,38.69,125.83,북한황해북도송림시동남동쪽18km지역,-12.676118306856047,0.8265783449904971,1,0.6920621473681026,12
223,2016-07-132:13:00PM,2.0,9.0,36.8,128.53,경북영주시서쪽9km지역,-3.3398166820627027,-0.9823161168660607,0,0.5646344523980301,32
224,2016-07-1410:31:00PM,2.8,12.0,35.12,130.24,울산동구동남동쪽86km해역,-0.0570243259920699,-2.1997953437999125,0,0.4761546906483035,25
225,2016-07-301:51:00AM,2.3,13.0,33.06,126.33,제주서귀포시남서쪽27km해역,0.8175138023398967,1.99814335098325,0,0.31027011826844475,-1
226,2016-08-1611:57:00AM,2.4,14.0,36.75,128.84,경북안동시북북동쪽22km지역,1.6482943690827914,-0.925596447568929,0,0.16357986630442561,16
227,2016-08-1711:17:00AM,2.9,0.0,38.35,128.09,북한강원도양구군북북동쪽28km지역,-12.455810421984648,-1.3451058805968332,1,0.6511800147999596,-1
228,2016-08-185:08:00PM,2.1,0.0,37.18,125.46,인천옹진군연평도남남서쪽58km해역,-12.55560617164222,1.38506045031383,1,0.6842147750033805,21
229,2016-08-1810:21:00PM,2.6,5.0,38.84,125.7,북한황해북도송림시북북동쪽13km지역,-7.743923358193886,1.274493478749308,1,0.458705143150619,-1
230,2016-08-2012:18:00PM,3.0,7.0,38.38,128.09,북한강원도양구군북북동쪽32km지역,-5.517845221675269,-0.8686341190529702,0,0.11846991189181998,-1
231,2016-08-206:54:00PM,2.9,18.0,33.48,127.31,제주서귀포시성산동북동쪽41km해역,5.813902798099729,1.3350575865480294,2,0.6149019982305038,-1
232,2016-08-289:27:00PM,2.4,14.0,38.65,127.16,북한강원도평강북북서쪽29km지역,1.3200217749836864,0.46580167156939845,0,0.24822939241581576,48
233,2016-08-2811:27:00PM,2.1,7.0,35.65,127.48,전북장수군서쪽4km지역,-5.295100846669372,0.08304509611451584,0,0.15776039184077206,-1
234,2016-08-3012:39:00AM,2.6,18.0,35.55,128.03,경남합천군서쪽13km지역,5.667200004370878,0.3224503639588609,2,0.6465403403713107,-1
235,2016-09-127:44:00PM,5.1,15.0,35.77,129.19,경북경주시남남서쪽8.2km지역,2.763988245291244,-0.9639710980297396,2,0.24784436007465166,3
236,2016-09-127:45:00PM,2.4,12.0,35.78,129.2,경북경주시남남서쪽7km지역,-0.2083807457030654,-1.2809784320259003,0,0.5433879844601999,25
237,2016-09-127:46:00PM,2.2,14.0,35.76,129.19,경북경주시남남서쪽9km지역,1.776133586409466,-1.1395396091270897,0,0.12128974467055889,16
238,2016-09-127:48:00PM,3.1,16.0,35.77,129.19,경북경주시남남서쪽8km지역,3.7574475135967744,-0.9708999003531965,2,0.4845231057046161,0
239,2016-09-127:50:00PM,2.2,13.0,35.77,129.18,경북경주시남남서쪽8km지역,0.7827314254331059,-1.199206656186151,0,0.3895532820925998,33
240,2016-09-127:53:00PM,2.1,16.0,35.77,129.19,경북경주시남남서쪽8km지역,3.758387764333309,-1.0084308377771318,2,0.4835630024484603,0
241,2016-09-127:55:00PM,2.4,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.74143459026284,-0.8496308261228273,2,0.6577258238535632,2
242,2016-09-128:00:00PM,2.4,19.0,35.78,129.16,경북경주시남서쪽8km지역,6.729366568807506,-0.7645657026676819,2,0.6602673028585472,34
243,2016-09-128:04:00PM,2.5,20.0,35.77,129.18,경북경주시남남서쪽8km지역,7.723500718039376,-0.7110158672880817,2,0.643159741929896,23
244,2016-09-128:07:00PM,2.6,21.0,35.76,129.19,경북경주시남남서쪽9km지역,8.716808853942082,-0.6475957264866273,2,0.6164944914856945,-1
245,2016-09-128:08:00PM,2.7,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741152515041881,-0.8383715448956464,2,0.6579281848819226,2
246,2016-09-128:09:00PM,2.7,13.0,35.76,129.17,경북경주시남남서쪽10km지역,0.7824326675504054,-1.1691666020958562,0,0.3902646790706734,33
247,2016-09-128:10:00PM,3.1,18.0,35.77,129.18,경북경주시남남서쪽8km지역,5.739779033932531,-0.8247634498825459,2,0.6580994167227239,2
248,2016-09-128:17:00PM,2.3,18.0,35.76,129.19,경북경주시남남서쪽9km지역,5.742354628665659,-0.863254225287046,2,0.6574070408866466,2
249,2016-09-128:26:00PM,2.5,17.0,35.77,129.2,경북경주시남쪽8km지역,4.750416444200322,-0.9351556957049707,2,0.6090559780900976,1
250,2016-09-128:32:00PM,5.8,15.0,35.76,129.19,경북경주시남남서쪽8.7km지역,2.7643274505904034,-0.936295161876511,2,0.2481989958593079,3
251,2016-09-128:34:00PM,3.6,12.0,35.78,129.19,경북경주시남남서쪽7km지역,-0.2103350599160714,-1.2260710016953527,0,0.5451956648824228,25
252,2016-09-128:36:00PM,3.4,13.0,35.75,129.18,경북경주시남남서쪽10km지역,0.7835978861787316,-1.1513609713644826,0,0.3903449713273961,33
253,2016-09-128:38:00PM,3.0,15.0,35.78,129.2,경북경주시남남서쪽7km지역,2.765791404352399,-1.0540606519983011,2,0.24733477545350363,3
254,2016-09-128:39:00PM,3.0,16.0,35.77,129.19,경북경주시남남서쪽8km지역,3.757541538670429,-0.9746529940955904,2,0.4844672415274117,0
255,2016-09-128:40:00PM,3.0,17.0,35.76,129.18,경북경주시남남서쪽9km지역,4.749291672988458,-0.8952453361928785,2,0.6099165491456764,1
256,2016-09-128:42:00PM,2.5,13.0,35.79,129.2,경북경주시남남서쪽5km지역,0.7821066152410098,-1.2104965457155668,0,0.38938413952103207,33
257,2016-09-128:43:00PM,2.4,13.0,35.76,129.19,경북경주시남남서쪽9km지역,0.7843667694296979,-1.2001664941667158,0,0.38919217231799175,33
258,2016-09-128:44:00PM,2.5,17.0,35.76,129.18,경북경주시남남서쪽9km지역,4.749761798356724,-0.914010804904846,2,0.6096379784078813,1
259,2016-09-128:45:00PM,2.3,15.0,35.76,129.17,경북경주시남남서쪽10km지역,2.765966301509942,-1.0479128320166051,2,0.24748961631560507,3
260,2016-09-128:45:00PM,2.7,14.0,35.78,129.2,경북경주시남남서쪽7km지역,1.7744947127408974,-1.1334530057498946,0,0.12189760731193218,16
261,2016-09-128:46:00PM,2.4,16.0,35.76,129.17,경북경주시남남서쪽10km지역,3.757451043268749,-0.9760266657497987,2,0.48442294069917163,0
262,2016-09-128:47:00PM,2.2,14.0,35.81,129.23,경북경주시남남동쪽3km지역,1.7744507356524626,-1.1860422305967855,0,0.12130577161549047,16
263,2016-09-128:47:00PM,2.9,16.0,35.76,129.19,경북경주시남남서쪽9km지역,3.7586329445588147,-0.9770018078815103,2,0.48460249579172315,0
264,2016-09-128:51:00PM,2.6,16.0,35.75,129.16,경북경주시남남서쪽11km지역,3.757434360607011,-0.9572458928867138,2,0.4847353345555033,0
265,2016-09-128:55:00PM,2.0,11.0,35.76,129.18,경북경주시남남서쪽9km지역,-1.1992406772697761,-1.3415747087632899,0,0.6235893487223199,20
266,2016-09-128:58:00PM,2.1,16.0,35.77,129.17,경북경주시남남서쪽9km지역,3.7567357376749766,-0.9886902269334529,2,0.4839677093961991,0
267,2016-09-129:00:00PM,2.5,18.0,35.77,129.18,경북경주시남남서쪽8km지역,5.740343184374455,-0.8472820123369073,2,0.6577501498394429,2
268,2016-09-129:07:00PM,2.0,15.0,35.77,129.19,경북경주시남남서쪽8km지역,2.766903022574501,-1.0803170040439385,2,0.24695495580995194,3
269,2016-09-129:09:00PM,2.2,15.0,35.77,129.19,경북경주시남남서쪽8km지역,2.766714972427194,-1.0728108165591512,2,0.2471448007650088,3
270,2016-09-129:16:00PM,2.1,13.0,35.76,129.18,경북경주시남남서쪽9km지역,0.7838228313214931,-1.201555469972071,0,0.38926939969756796,33
271,2016-09-129:20:00PM,2.8,19.0,35.78,129.18,경북경주시남남서쪽7km지역,6.730642495171223,-0.7692939385417867,2,0.6601739224464388,34
272,2016-09-129:33:00PM,2.3,17.0,35.76,129.02,경북경주시서남서쪽20km지역,4.736733635237383,-0.763592105640285,2,0.6101317886466133,1
273,2016-09-129:38:00PM,2.6,18.0,35.76,129.19,경북경주시남남서쪽9km지역,5.742072553444698,-0.8519949440598654,2,0.6576880292192985,2
274,2016-09-129:54:00PM,2.2,16.0,35.76,129.16,경북경주시남남서쪽10km지역,3.756813080086892,-0.9736625478127601,2,0.4843614138426764,0
275,2016-09-129:54:00PM,2.1,12.0,35.77,129.19,경북경주시남남서쪽8km지역,-0.20792730299653706,-1.280963127874783,0,0.5433360984414302,25
276,2016-09-1210:06:00PM,2.1,16.0,35.77,129.19,경북경주시남남서쪽8km지역,3.758387764333309,-1.0084308377771318,2,0.4835630024484603,0
277,2016-09-1210:08:00PM,2.0,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741810690557453,-0.864643201092401,2,0.657355633378662,2
278,2016-09-1210:13:00PM,2.4,17.0,35.76,129.19,경북경주시남남서쪽9km지역,4.750681836759544,-0.9276342040690652,2,0.609357418350526,1
279,2016-09-1210:17:00PM,2.5,15.0,35.76,129.18,경북경주시남남서쪽9km지역,2.7666042646918023,-1.0502769499536717,2,0.2476487917685656,3
280,2016-09-1210:18:00PM,2.0,17.0,35.77,129.18,경북경주시남남서쪽8km지역,4.749234542910259,-0.9341805535732874,2,0.6090009823315632,1
281,2016-09-1210:22:00PM,2.2,17.0,35.76,129.18,경북경주시남남서쪽9km지역,4.7500438735776855,-0.9252700861320265,2,0.609381130137566,1
282,2016-09-1210:23:00PM,2.4,17.0,35.77,129.18,경북경주시남남서쪽8km지역,4.748858442615646,-0.9191681786037135,2,0.6094538616306888,1
283,2016-09-1210:47:00PM,2.1,13.0,35.77,129.19,경북경주시남남서쪽8km지역,0.7836514638359247,-1.2128300553503697,0,0.3890008467923477,33
284,2016-09-1211:18:00PM,3.0,17.0,35.76,129.17,경북경주시남남서쪽8km지역,4.74846565965929,-0.885375030771025,2,0.6099942771566931,1
285,2016-09-1211:52:00PM,3.1,18.0,35.75,129.18,경북경주시남남서쪽10km지역,5.741773795561999,-0.8219548899695994,2,0.6581764157246609,2
286,2016-09-1211:53:00PM,2.2,16.0,35.77,129.19,경북경주시남남서쪽8km지역,3.758293739259656,-1.0046777440347385,2,0.48370014024890556,0
287,2016-09-1312:07:00AM,2.2,16.0,35.76,129.19,경북경주시남남서쪽9km지역,3.759291120074388,-1.003273464078265,2,0.48392475739951113,0
288,2016-09-1312:10:00AM,2.0,17.0,35.76,129.18,경북경주시남남서쪽9km지역,4.750231923724992,-0.9327762736168136,2,0.6091371757274306,1
289,2016-09-1312:15:00AM,2.0,15.0,35.76,129.18,경북경주시남남서쪽9km지역,2.76707439006007,-1.0690424186656393,2,0.24737007421669485,3
290,2016-09-1312:21:00AM,2.5,18.0,35.76,129.19,경북경주시남남서쪽9km지역,5.742166578518352,-0.8557480378022587,2,0.6576016033787359,2
291,2016-09-1312:32:00AM,2.1,16.0,35.76,129.19,경북경주시남남서쪽9km지역,3.7593851451480433,-1.0070265578206585,2,0.48379099232446826,0
292,2016-09-1312:37:00AM,3.1,19.0,35.78,129.21,경북경주시남쪽6km지역,6.732838459937758,-0.7876455735801104,2,0.6598016782042524,34
293,2016-09-1312:45:00AM,2.2,17.0,35.76,129.18,경북경주시남남서쪽9km지역,4.7500438735776855,-0.9252700861320265,2,0.609381130137566,1
294,2016-09-131:03:00AM,2.0,17.0,35.77,129.17,경북경주시남남서쪽9km지역,4.748408529581091,-0.9243102481514337,2,0.6092758639174676,1
295,2016-09-131:23:00AM,2.2,17.0,35.75,129.19,경북경주시남남서쪽10km지역,4.751867267721583,-0.9337361115973793,2,0.6092265944892065,1
296,2016-09-131:31:00AM,2.0,16.0,35.77,129.18,경북경주시남남서쪽8km지역,3.7576557760777978,-1.0023136260976997,2,0.4836818765740857,0
297,2016-09-131:35:00AM,2.3,17.0,35.75,129.17,경북경주시남남서쪽11km지역,4.750121215989598,-0.9102424070113069,2,0.6097385067449992,1
298,2016-09-131:37:00AM,2.2,17.0,35.77,129.18,경북경주시남남서쪽8km지역,4.749046492762952,-0.9266743660885001,2,0.6092567256449601,1
299,2016-09-131:58:00AM,2.5,17.0,35.77,129.18,경북경주시남남서쪽8km지역,4.748764417541991,-0.9154150848613198,2,0.6095289245700911,1
300,2016-09-132:03:00AM,2.1,17.0,35.76,129.17,경북경주시남남서쪽10km지역,4.749311885322172,-0.9191528744525665,2,0.6094912007417296,1
301,2016-09-132:03:00AM,2.2,14.0,35.78,129.19,경북경주시남남서쪽7km지역,1.7741388247799996,-1.1423481690400368,0,0.12196901686617952,16
302,2016-09-132:09:00AM,2.0,17.0,35.75,129.18,경북경주시남남서쪽10km지역,4.7512293045397245,-0.931371993660341,2,0.6092686943024105,1
303,2016-09-133:11:00AM,2.1,17.0,35.75,129.17,경북경주시남남서쪽11km지역,4.750309266136904,-0.9177485944960938,2,0.6096019002222568,1
304,2016-09-134:13:00AM,2.1,16.0,35.78,129.19,경북경주시남남서쪽7km지역,3.7573903835185756,-1.0098351177336047,2,0.483330845326304,0
305,2016-09-134:41:00AM,2.1,17.0,35.76,129.17,경북경주시남남서쪽10km지역,4.749311885322172,-0.9191528744525665,2,0.6094912007417296,1
306,2016-09-134:56:00AM,2.0,15.0,35.77,129.19,경북경주시남남서쪽8km지역,2.766903022574501,-1.0803170040439385,2,0.24695495580995194,3
307,2016-09-135:15:00AM,2.0,16.0,35.77,129.18,경북경주시남남서쪽9km지역,3.7576557760777978,-1.0023136260976997,2,0.4836818765740857,0
308,2016-09-136:15:00AM,2.3,19.0,35.77,129.18,경북경주시남남서쪽8km지역,6.732110001354222,-0.7866551272972813,2,0.6598296771535364,34
309,2016-09-136:48:00AM,2.0,16.0,35.78,129.18,경북경주시남남서쪽7km지역,3.7566583952630643,-1.0037179060541732,2,0.48345471190919104,0
310,2016-09-137:03:00AM,2.1,18.0,35.77,129.19,경북경주시남남서쪽8km지역,5.741545297998232,-0.8721646927283068,2,0.6571057915030684,2
311,2016-09-137:47:00AM,2.4,17.0,35.77,129.18,경북경주시남남서쪽8km지역,4.748858442615646,-0.9191681786037135,2,0.6094538616306888,1
312,2016-09-138:24:00AM,3.2,14.0,35.76,129.17,경북경주시남남서쪽10km지역,1.7735413090145993,-1.0822680608594761,0,0.12196862873593603,16
313,2016-09-138:47:00AM,2.3,17.0,35.76,129.17,경북경주시남남서쪽10km지역,4.749123835174866,-0.9116466869677795,2,0.609632730964273,1
314,2016-09-139:23:00AM,2.3,17.0,35.76,129.18,경북경주시남남서쪽9km지역,4.7499498485040315,-0.9215169923896331,2,0.6094799934643877,1
315,2016-09-1310:01:00AM,2.3,18.0,35.78,129.19,경북경주시남남서쪽7km지역,5.740359867036194,-0.8660627851999924,2,0.6572807249503707,2
316,2016-09-1310:05:00AM,2.0,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741810690557453,-0.864643201092401,2,0.657355633378662,2
317,2016-09-1310:44:00AM,2.2,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741622640410148,-0.8571370136076139,2,0.6575566754121405,2
318,2016-09-1310:58:00AM,2.0,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741810690557453,-0.864643201092401,2,0.657355633378662,2
319,2016-09-1312:27:00PM,2.2,18.0,35.78,129.19,경북경주시남남서쪽7km지역,5.740453892109846,-0.8698158789423859,2,0.6571631243175393,2
320,2016-09-1312:33:00PM,2.0,18.0,35.76,129.16,경북경주시남남서쪽10km지역,5.7401586638991215,-0.844902590248722,2,0.6577920179848714,2
321,2016-09-131:09:00PM,2.3,16.0,35.77,129.17,경북경주시남남서쪽9km지역,3.7565476875276707,-0.981184039448666,2,0.4841406824215606,0
322,2016-09-131:16:00PM,2.4,16.0,35.77,129.17,경북경주시남남서쪽9km지역,3.756453662454017,-0.9774309457062726,2,0.4842177675846325,0
323,2016-09-131:18:00PM,2.1,16.0,35.77,129.17,경북경주시남남서쪽9km지역,3.7567357376749766,-0.9886902269334529,2,0.4839677093961991,0
324,2016-09-132:31:00PM,3.0,14.0,35.76,129.18,경북경주시남남서쪽9km지역,1.7745553724910736,-1.0996445537661166,0,0.12174254076391904,16
325,2016-09-132:41:00PM,2.1,16.0,35.76,129.17,경북경주시남남서쪽10km지역,3.757733118489711,-0.9872859469769792,2,0.48418064333824967,0
326,2016-09-134:02:00PM,2.5,17.0,35.76,129.2,경북경주시남쪽9km지역,4.751413825015055,-0.9337514157484968,2,0.6091913803458182,1
327,2016-09-134:21:00PM,2.0,18.0,35.75,129.17,경북경주시남남서쪽10km지역,5.7419820580430185,-0.8533686157140747,2,0.6576547689274749,2
328,2016-09-134:52:00PM,2.5,19.0,35.75,129.18,경북경주시남남서쪽10km지역,6.733916712836381,-0.7763403798995481,2,0.6600155332406006,34
329,2016-09-135:15:00PM,2.0,17.0,35.77,129.18,경북경주시남남서쪽9km지역,4.749234542910259,-0.9341805535732874,2,0.6090009823315632,1
330,2016-09-136:54:00PM,2.1,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741716665483799,-0.8608901073500075,2,0.6574608164593804,2
331,2016-09-139:49:00PM,2.1,16.0,35.76,129.17,경북경주시남남서쪽10km지역,3.757733118489711,-0.9872859469769792,2,0.48418064333824967,0
332,2016-09-1311:08:00PM,2.3,14.0,35.73,129.36,경북경주시남동쪽18km지역,1.7930739303758292,-1.299368867686479,0,0.11318909371626619,16
333,2016-09-1412:48:00AM,3.0,13.0,35.75,129.18,경북경주시남남서쪽11km지역,0.783973986473345,-1.1663733463340562,0,0.39000119121988386,33
334,2016-09-141:37:00AM,2.1,17.0,35.77,129.18,경북경주시남남서쪽8km지역,4.749140517836604,-0.9304274598308939,2,0.6091376440626384,1
335,2016-09-143:55:00AM,2.4,19.0,35.76,129.18,경북경주시남남서쪽9km지역,6.7330133570953015,-0.7814977535984144,2,0.6599256645655316,34
336,2016-09-144:43:00AM,2.1,17.0,35.77,129.17,경북경주시남남서쪽9km지역,4.748314504507439,-0.9205571544090403,2,0.6093728726897142,1
337,2016-09-1411:57:00AM,2.4,15.0,33.93,126.62,전남완도군남남서쪽44km해역,2.737759566595196,1.729751376328114,2,0.19751355911031063,-1
338,2016-09-1412:38:00PM,2.2,18.0,35.78,129.19,경북경주시남남서쪽7km지역,5.740453892109846,-0.8698158789423859,2,0.6571631243175393,2
339,2016-09-144:47:00PM,2.1,17.0,35.77,129.18,경북경주시남남서쪽8km지역,4.749140517836604,-0.9304274598308939,2,0.6091376440626384,1
340,2016-09-145:27:00PM,2.3,18.0,35.77,129.17,경북경주시남남서쪽9km지역,5.739705221192593,-0.8449178943998406,2,0.6577818871607224,2
341,2016-09-1410:31:00PM,2.4,18.0,35.76,129.17,경북경주시남남서쪽10km지역,5.740608576933673,-0.8397605207009736,2,0.657893278087367,2
342,2016-09-153:22:00AM,2.7,18.0,35.76,129.18,경북경주시남쪽9km지역,5.741152515041881,-0.8383715448956464,2,0.6579281848819226,2
343,2016-09-157:47:00PM,2.2,20.0,35.77,129.19,경북경주시남남서쪽8km지역,7.724608806589502,-0.7321454539370877,2,0.6427975959734458,23
344,2016-09-158:48:00PM,2.6,19.0,35.76,129.19,경북경주시남남서쪽9km지역,6.7336513202771595,-0.7838618715354528,2,0.6598721945397648,34
345,2016-09-165:31:00AM,2.2,18.0,35.78,129.19,경북경주시남남서쪽7km지역,5.740453892109846,-0.8698158789423859,2,0.6571631243175393,2
346,2016-09-163:13:00PM,2.3,16.0,35.76,129.17,경북경주시남남서쪽10km지역,3.757545068342404,-0.9797797594921926,2,0.48434928064629446,0
347,2016-09-166:58:00PM,2.0,19.0,35.75,129.18,경북경주시남남서쪽10km지역,6.734386838204647,-0.7951058486115155,2,0.6596191289708362,34
348,2016-09-167:15:00PM,2.0,16.0,35.76,129.18,경북경주시남남서쪽10km지역,3.758653156892531,-1.0009093461412262,2,0.48390422787154175,0
349,2016-09-167:54:00PM,2.1,13.0,35.74,129.17,경북경주시남남서쪽12km지역,0.7849915796217916,-1.1888766046372718,0,0.3893204083758395,33
350,2016-09-169:14:00PM,2.2,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741622640410148,-0.8571370136076139,2,0.6575566754121405,2
351,2016-09-177:12:00AM,2.1,17.0,35.76,129.18,경북경주시남남서쪽9km지역,4.750137898651338,-0.9290231798744201,2,0.609269052300335,1
352,2016-09-174:21:00PM,2.1,18.0,35.76,129.18,경북경주시남남서쪽9km지역,5.741716665483799,-0.8608901073500075,2,0.6574608164593804,2
353,2016-09-184:27:00PM,2.4,16.0,35.76,129.17,경북경주시남남서쪽10km지역,3.757451043268749,-0.9760266657497987,2,0.48442294069917163,0
354,2016-09-1810:38:00PM,2.0,14.0,35.75,129.18,경북경주시남남서쪽10km지역,1.776493004042341,-1.135771211233579,0,0.12118403093911939,16
355,2016-09-199:17:00AM,2.1,17.0,35.76,129.17,경북경주시남남서쪽10km지역,4.749311885322172,-0.9191528744525665,2,0.6094912007417296,1
356,2016-09-198:33:00PM,4.5,14.0,35.74,129.18,경북경주시남남서쪽11km지역,1.7751397580157378,-1.0405395877172683,0,0.12104207921161404,16
