crym,tco_btc_nm,ma_fem_dc,agegrp_dc,tco_btc_u_ct,tco_btc_u_am
202001,패밀리레스토랑,2,50,18856,552876878
202001,패밀리레스토랑,2,60,4510,143641242
202001,패밀리레스토랑,2,70,954,32449478
202001,패밀리레스토랑,2,80,161,5826803
202001,패밀리레스토랑,2,90,8,236410
202002,한식,1,0,7,116100
202002,한식,1,10,1254,37216477
202002,한식,1,20,168859,5438048471
202002,한식,1,30,508145,17104239673
202002,한식,1,40,798370,27475721913
202002,한식,1,50,594226,20142620131
202002,한식,1,60,225524,7511916989
202002,한식,1,70,55082,1785344338
202002,한식,1,80,8760,281338453
202002,한식,1,90,262,11547900
202002,한식,2,0,12,184500
202002,한식,2,10,1313,40857160
202002,한식,2,20,178912,5604445823
202002,한식,2,30,441401,14197643126
202002,한식,2,40,869444,27600847862
202002,한식,2,50,695878,22469132880
202002,한식,2,60,232627,7985791516
202002,한식,2,70,47352,1654805015
202002,한식,2,80,6172,212257178
202002,한식,2,90,152,5772600
202002,일식,1,10,114,4532450
202002,일식,1,20,18040,729379229
202002,일식,1,30,40962,1878769272
202002,일식,1,40,50036,2463744006
202002,일식,1,50,33839,1698770948
202002,일식,1,60,10636,548528440
202002,일식,1,70,2488,113554345
202002,일식,1,80,552,24961970
202002,일식,1,90,37,1371400
202002,일식,2,10,133,4243610
202002,일식,2,20,22220,778037865
202002,일식,2,30,37795,1451153499
202002,일식,2,40,62696,2459440379
202002,일식,2,50,44834,1803799747
202002,일식,2,60,11510,537669365
202002,일식,2,70,2531,113940145
202002,일식,2,80,406,14762650
202002,일식,2,90,17,709900
202002,중식,1,0,1,13500
202002,중식,1,10,182,4542600
202002,중식,1,20,25387,604844792
202002,중식,1,30,84555,2127820716
202002,중식,1,40,128242,3138767982
202002,중식,1,50,75834,1808406012
202002,중식,1,60,23646,560624044
202002,중식,1,70,5531,130353284
202002,중식,1,80,1008,28533730
202002,중식,1,90,33,815600
202002,중식,2,0,1,13000
202002,중식,2,10,161,3506928
202002,중식,2,20,24172,566905603
202002,중식,2,30,67306,1696503313
202002,중식,2,40,130711,3167887037
202002,중식,2,50,83950,2004162494
202002,중식,2,60,24746,616911356
202002,중식,2,70,5585,145197660
202002,중식,2,80,795,23533270
202002,중식,2,90,33,1216300
202002,양식,1,0,1,30900
202002,양식,1,10,85,2865640
202002,양식,1,20,14726,486135168
202002,양식,1,30,33056,1194131214
202002,양식,1,40,37953,1416193908
202002,양식,1,50,23764,849297457
202002,양식,1,60,6199,240235848
202002,양식,1,70,1132,38414635
202002,양식,1,80,237,6692240
202002,양식,1,90,10,167600
202002,양식,2,0,4,79900
202002,양식,2,10,160,4552115
202002,양식,2,20,23659,734736220
202002,양식,2,30,41971,1354306649
202002,양식,2,40,63754,1971862586
202002,양식,2,50,42100,1250329368
202002,양식,2,60,9841,320011776
202002,양식,2,70,1582,56840357
202002,양식,2,80,231,10355353
202002,양식,2,90,7,566500
202002,패스트푸드점,1,0,2,24200
202002,패스트푸드점,1,10,354,3489770
202002,패스트푸드점,1,20,44243,373909526
202002,패스트푸드점,1,30,123638,1079010700
202002,패스트푸드점,1,40,154538,1486372151
202002,패스트푸드점,1,50,69914,639699486
202002,패스트푸드점,1,60,16885,137688226
202002,패스트푸드점,1,70,4404,36186110
202002,패스트푸드점,1,80,977,8032660
202002,패스트푸드점,1,90,62,547500
202002,패스트푸드점,2,0,1,11800
202002,패스트푸드점,2,10,350,2735790
202002,패스트푸드점,2,20,40210,333231050
202002,패스트푸드점,2,30,130807,1170747879
202002,패스트푸드점,2,40,231572,2222665994
202002,패스트푸드점,2,50,115995,1018563098
202002,패스트푸드점,2,60,29548,244873741
202002,패스트푸드점,2,70,6347,54975990
202002,패스트푸드점,2,80,887,8149450
202002,패스트푸드점,2,90,21,165200
202002,패밀리레스토랑,1,10,34,814490
202002,패밀리레스토랑,1,20,3957,116419962
202002,패밀리레스토랑,1,30,12594,364760767
202002,패밀리레스토랑,1,40,19369,566954399
202002,패밀리레스토랑,1,50,11076,321820169
202002,패밀리레스토랑,1,60,2567,72338157
202002,패밀리레스토랑,1,70,538,15110411
202002,패밀리레스토랑,1,80,126,3899058
202002,패밀리레스토랑,1,90,8,239400
202002,패밀리레스토랑,2,0,1,64500
202002,패밀리레스토랑,2,10,25,764718
202002,패밀리레스토랑,2,20,4643,145422886
202002,패밀리레스토랑,2,30,14021,420344897
202002,패밀리레스토랑,2,40,28958,834745570
202002,패밀리레스토랑,2,50,18001,501135967
202002,패밀리레스토랑,2,60,4237,118358047
202002,패밀리레스토랑,2,70,848,23690291
202002,패밀리레스토랑,2,80,125,3615070
202002,패밀리레스토랑,2,90,6,161520
202003,한식,1,0,1,6000
202003,한식,1,10,1158,38392420
202003,한식,1,20,164733,5302888798
202003,한식,1,30,468347,15164233644
202003,한식,1,40,740047,24562087364
202003,한식,1,50,574956,18861369148
202003,한식,1,60,218029,6906658809
202003,한식,1,70,50404,1522922690
202003,한식,1,80,7959,232344709
202003,한식,1,90,230,7687850
202003,한식,2,0,7,130500
202003,한식,2,10,1060,31620540
202003,한식,2,20,167791,5298557090
202003,한식,2,30,378713,11895312844
202003,한식,2,40,756639,23344272724
202003,한식,2,50,641484,19930521768
202003,한식,2,60,210242,6890983073
202003,한식,2,70,41644,1384974300
202003,한식,2,80,5747,197886741
202003,한식,2,90,142,6052400
202003,일식,1,10,113,4111490
202003,일식,1,20,18241,727593833
202003,일식,1,30,39579,1743148705
202003,일식,1,40,46183,2201130081
202003,일식,1,50,32907,1574390874
202003,일식,1,60,10478,505336971
202003,일식,1,70,2362,100669260
202003,일식,1,80,503,18564680
202003,일식,1,90,21,988290
202003,일식,2,10,112,3543600
202003,일식,2,20,21481,747961215
202003,일식,2,30,33071,1262773554
202003,일식,2,40,54254,2088748186
202003,일식,2,50,41874,1613375817
202003,일식,2,60,11066,475910441
202003,일식,2,70,2192,90418677
202003,일식,2,80,392,12845030
202003,일식,2,90,10,257500
202003,중식,1,10,152,3802540
202003,중식,1,20,24497,565322475
202003,중식,1,30,78840,1887834230
202003,중식,1,40,120450,2889584979
202003,중식,1,50,74621,1738966348
202003,중식,1,60,24253,541210292
202003,중식,1,70,5535,131099213
202003,중식,1,80,934,23631850
202003,중식,1,90,35,1423600
202003,중식,2,0,4,47900
202003,중식,2,10,173,3290384
202003,중식,2,20,22339,514893841
202003,중식,2,30,60089,1498007451
202003,중식,2,40,117449,2791420202
202003,중식,2,50,79961,1853436827
202003,중식,2,60,24638,589284085
202003,중식,2,70,5408,140243183
202003,중식,2,80,786,22373000
202003,중식,2,90,20,662990
202003,양식,1,10,98,2935300
202003,양식,1,20,14739,473838062
202003,양식,1,30,30479,1043890922
202003,양식,1,40,31598,1088478933
202003,양식,1,50,20893,673835386
202003,양식,1,60,5750,187740012
202003,양식,1,70,1068,45499440
202003,양식,1,80,246,6933610
202003,양식,1,90,14,452800
202003,양식,2,0,2,56800
202003,양식,2,10,131,4220120
202003,양식,2,20,21934,656811170
202003,양식,2,30,34145,1000868618
202003,양식,2,40,49568,1384283366
202003,양식,2,50,36917,999228622
202003,양식,2,60,8613,250377577
202003,양식,2,70,1326,47603415
202003,양식,2,80,224,8501760
202003,양식,2,90,5,535000
202003,패스트푸드점,1,0,1,21000
202003,패스트푸드점,1,10,353,3141700
202003,패스트푸드점,1,20,47168,398299820
202003,패스트푸드점,1,30,138913,1229784687
202003,패스트푸드점,1,40,173348,1742183193
202003,패스트푸드점,1,50,79093,758190682
202003,패스트푸드점,1,60,19286,165695285
202003,패스트푸드점,1,70,5126,44000160
202003,패스트푸드점,1,80,1216,10816980
202003,패스트푸드점,1,90,87,806250
202003,패스트푸드점,2,0,2,11600
202003,패스트푸드점,2,10,323,2708110
202003,패스트푸드점,2,20,42728,361371395
202003,패스트푸드점,2,30,137545,1280314854
202003,패스트푸드점,2,40,244800,2461285790
202003,패스트푸드점,2,50,125752,1144436321
202003,패스트푸드점,2,60,32419,286686780
202003,패스트푸드점,2,70,7113,64819050
202003,패스트푸드점,2,80,1080,9177515
202003,패스트푸드점,2,90,33,380220
202003,패밀리레스토랑,1,0,1,20500
202003,패밀리레스토랑,1,10,33,952700
202003,패밀리레스토랑,1,20,3984,111924657
202003,패밀리레스토랑,1,30,12035,332859691
202003,패밀리레스토랑,1,40,18593,496329968
202003,패밀리레스토랑,1,50,11558,308893375
202003,패밀리레스토랑,1,60,2817,74289583
202003,패밀리레스토랑,1,70,601,14887565
202003,패밀리레스토랑,1,80,149,4519873
202003,패밀리레스토랑,1,90,4,83530
202003,패밀리레스토랑,2,10,23,631020
202003,패밀리레스토랑,2,20,4311,127000096
202003,패밀리레스토랑,2,30,12197,329461343
202003,패밀리레스토랑,2,40,26844,696981284
202003,패밀리레스토랑,2,50,18142,468063360
202003,패밀리레스토랑,2,60,4613,119623282
202003,패밀리레스토랑,2,70,976,25848504
202003,패밀리레스토랑,2,80,150,3714693
202003,패밀리레스토랑,2,90,7,248750
202004,한식,1,0,2,18950
202004,한식,1,10,1201,37643260
202004,한식,1,20,170743,5534982864
202004,한식,1,30,505396,16975511012
202004,한식,1,40,795031,27248581436
202004,한식,1,50,618678,20745273030
202004,한식,1,60,244422,8022183454
202004,한식,1,70,60190,1882963493
202004,한식,1,80,9537,302011290
202004,한식,1,90,282,9291680
202004,한식,2,0,4,140000
202004,한식,2,10,1134,34996380
202004,한식,2,20,191089,6084564775
202004,한식,2,30,517600,16917735000
202004,한식,2,40,852477,27076144213
202004,한식,2,50,719689,22782270448
202004,한식,2,60,253233,8462966365
202004,한식,2,70,51960,1763692798
202004,한식,2,80,7054,245043023
202004,한식,2,90,157,5929300
202004,일식,1,10,114,4965450
202004,일식,1,20,19043,749780858
202004,일식,1,30,43903,1988306439
202004,일식,1,40,52445,2606447183
202004,일식,1,50,37850,1861810920
202004,일식,1,60,12492,638079740
202004,일식,1,70,3074,134491695
202004,일식,1,80,645,26795410
202004,일식,1,90,29,1593290
202004,일식,2,10,134,4215819
202004,일식,2,20,24598,874959459
202004,일식,2,30,47879,1873576866
202004,일식,2,40,65833,2583129424
202004,일식,2,50,49300,1980004732
202004,일식,2,60,13962,624925349
202004,일식,2,70,2863,121057465
202004,일식,2,80,465,19082720
202004,일식,2,90,21,1053500
202004,중식,1,10,135,2939100
202004,중식,1,20,25442,592314870
202004,중식,1,30,84223,2104682059
202004,중식,1,40,126810,3063951525
202004,중식,1,50,79126,1823318280
202004,중식,1,60,25769,590872141
202004,중식,1,70,6100,144671620
202004,중식,1,80,1099,28653660
202004,중식,1,90,51,1844000
202004,중식,2,0,4,67200
202004,중식,2,10,197,3432406
202004,중식,2,20,26736,627908170
202004,중식,2,30,83694,2166002386
202004,중식,2,40,132530,3153250372
202004,중식,2,50,85985,1978121117
202004,중식,2,60,26716,636707799
202004,중식,2,70,5968,150084882
202004,중식,2,80,914,25761620
202004,중식,2,90,29,1093100
202004,양식,1,10,96,3256420
202004,양식,1,20,14670,466282587
202004,양식,1,30,33643,1191635271
202004,양식,1,40,35751,1262378437
202004,양식,1,50,23477,776242666
202004,양식,1,60,6447,233644589
202004,양식,1,70,1275,47331028
202004,양식,1,80,232,7357290
202004,양식,1,90,20,842600
202004,양식,2,0,2,74500
202004,양식,2,10,139,3941810
202004,양식,2,20,25172,783850481
202004,양식,2,30,49308,1524314845
202004,양식,2,40,58873,1705532899
202004,양식,2,50,42530,1187754939
202004,양식,2,60,10434,322733718
202004,양식,2,70,1774,56245843
202004,양식,2,80,247,8148940
202004,양식,2,90,17,597300
202004,패스트푸드점,1,10,367,3429930
202004,패스트푸드점,1,20,47700,400428834
202004,패스트푸드점,1,30,136380,1171578637
202004,패스트푸드점,1,40,169680,1643927328
202004,패스트푸드점,1,50,79002,733793500
202004,패스트푸드점,1,60,19388,163569750
202004,패스트푸드점,1,70,5203,43064040
202004,패스트푸드점,1,80,1175,9694400
202004,패스트푸드점,1,90,84,747050
202004,패스트푸드점,2,0,2,30500
202004,패스트푸드점,2,10,322,2605540
202004,패스트푸드점,2,20,44592,380642944
202004,패스트푸드점,2,30,157340,1446030242
202004,패스트푸드점,2,40,250188,2433373468
202004,패스트푸드점,2,50,129256,1144183075
202004,패스트푸드점,2,60,33224,282904180
202004,패스트푸드점,2,70,7466,66136510
202004,패스트푸드점,2,80,1173,9553240
202004,패스트푸드점,2,90,22,222900
202004,패밀리레스토랑,1,10,28,1035050
202004,패밀리레스토랑,1,20,3928,113470505
202004,패밀리레스토랑,1,30,11907,344551827
202004,패밀리레스토랑,1,40,17075,486868459
202004,패밀리레스토랑,1,50,10565,288483323
202004,패밀리레스토랑,1,60,2601,69043128
202004,패밀리레스토랑,1,70,547,14084551
202004,패밀리레스토랑,1,80,101,2920723
202004,패밀리레스토랑,1,90,4,84160
202004,패밀리레스토랑,2,10,28,927508
202004,패밀리레스토랑,2,20,4906,150560007
202004,패밀리레스토랑,2,30,17412,514948520
202004,패밀리레스토랑,2,40,26708,718573121
202004,패밀리레스토랑,2,50,16945,448801993
202004,패밀리레스토랑,2,60,4270,115128789
202004,패밀리레스토랑,2,70,939,25408899
202004,패밀리레스토랑,2,80,136,3713490
202004,패밀리레스토랑,2,90,5,112250
202005,한식,1,0,2,43000
202005,한식,1,10,1164,36559750
202005,한식,1,20,187347,6362619328
202005,한식,1,30,608807,22315193442
202005,한식,1,40,938379,35192571667
202005,한식,1,50,700654,25302377666
202005,한식,1,60,273420,9649701163
202005,한식,1,70,66827,2292547438
202005,한식,1,80,10487,364806336
202005,한식,1,90,340,12439700
202005,한식,2,0,11,235200
202005,한식,2,10,1120,33137583
202005,한식,2,20,203772,6820285618
202005,한식,2,30,570261,20458163469
202005,한식,2,40,891423,31122385930
202005,한식,2,50,741385,25465741707
202005,한식,2,60,270811,9934264947
202005,한식,2,70,57140,2140352126
202005,한식,2,80,7802,299867586
202005,한식,2,90,230,9327210
202005,일식,1,10,121,4305190
202005,일식,1,20,21465,889249675
202005,일식,1,30,53898,2618559672
202005,일식,1,40,66066,3453381377
202005,일식,1,50,45875,2384920696
202005,일식,1,60,15089,831440215
202005,일식,1,70,3705,181829600
202005,일식,1,80,765,35250430
202005,일식,1,90,48,2103250
202005,일식,2,10,133,4295000
202005,일식,2,20,26257,976549009
202005,일식,2,30,53641,2317437181
202005,일식,2,40,71643,3084935944
202005,일식,2,50,53811,2318270726
202005,일식,2,60,15652,773073237
202005,일식,2,70,3327,157349455
202005,일식,2,80,542,23798410
202005,일식,2,90,15,1118800
202005,중식,1,10,156,3564460
202005,중식,1,20,26742,641714958
202005,중식,1,30,94332,2484764780
202005,중식,1,40,141052,3634208236
202005,중식,1,50,85244,2083118469
202005,중식,1,60,27387,680423749
202005,중식,1,70,6302,172252300
202005,중식,1,80,1067,31569810
202005,중식,1,90,50,1177300
202005,중식,2,0,1,10000
202005,중식,2,10,164,3019882
202005,중식,2,20,26735,648851282
202005,중식,2,30,83451,2296536285
202005,중식,2,40,126629,3165648487
202005,중식,2,50,83306,2002191287
202005,중식,2,60,26023,683293842
202005,중식,2,70,5703,158379581
202005,중식,2,80,970,27661500
202005,중식,2,90,26,1331000
202005,양식,1,10,90,2583450
202005,양식,1,20,17006,574915456
202005,양식,1,30,43068,1590318588
202005,양식,1,40,46186,1708669434
202005,양식,1,50,28175,975405044
202005,양식,1,60,7670,273595038
202005,양식,1,70,1515,53920435
202005,양식,1,80,262,8958110
202005,양식,1,90,14,705200
202005,양식,2,10,117,3431310
202005,양식,2,20,27873,879514788
202005,양식,2,30,58127,1907448531
202005,양식,2,40,65063,2018865750
202005,양식,2,50,44907,1366262974
202005,양식,2,60,11764,394891091
202005,양식,2,70,2010,75674465
202005,양식,2,80,291,10616040
202005,양식,2,90,13,48900
202005,패스트푸드점,1,0,1,500
202005,패스트푸드점,1,10,395,3427990
202005,패스트푸드점,1,20,49143,414483923
202005,패스트푸드점,1,30,149358,1297726815
202005,패스트푸드점,1,40,184540,1782227594
202005,패스트푸드점,1,50,83788,771566518
202005,패스트푸드점,1,60,20447,169141081
202005,패스트푸드점,1,70,5349,44002650
202005,패스트푸드점,1,80,1164,9135580
202005,패스트푸드점,1,90,84,763900
202005,패스트푸드점,2,10,279,2429840
202005,패스트푸드점,2,20,45243,383652471
202005,패스트푸드점,2,30,164135,1471360120
202005,패스트푸드점,2,40,248400,2361556875
202005,패스트푸드점,2,50,128573,1108011874
202005,패스트푸드점,2,60,33417,273600440
202005,패스트푸드점,2,70,7787,64825801
202005,패스트푸드점,2,80,1187,10172740
202005,패스트푸드점,2,90,31,347250
202005,패밀리레스토랑,1,10,27,1187355
202005,패밀리레스토랑,1,20,4335,128362102
202005,패밀리레스토랑,1,30,15070,473418839
202005,패밀리레스토랑,1,40,20764,643123538
202005,패밀리레스토랑,1,50,12162,361537076
202005,패밀리레스토랑,1,60,2762,83879974
202005,패밀리레스토랑,1,70,635,18241492
202005,패밀리레스토랑,1,80,125,3471004
202005,패밀리레스토랑,1,90,5,130120
202005,패밀리레스토랑,2,10,28,989076
202005,패밀리레스토랑,2,20,5053,164080740
202005,패밀리레스토랑,2,30,18117,563253442
202005,패밀리레스토랑,2,40,25650,746609199
202005,패밀리레스토랑,2,50,16225,454768651
202005,패밀리레스토랑,2,60,4120,119734166
202005,패밀리레스토랑,2,70,886,28404318
202005,패밀리레스토랑,2,80,137,3998343
202005,패밀리레스토랑,2,90,3,127680
202006,한식,1,0,1,14000
202006,한식,1,10,1180,35169715
202006,한식,1,20,176492,5725561422
202006,한식,1,30,568100,19556190397
202006,한식,1,40,891441,30987693773
202006,한식,1,50,681879,23296906889
202006,한식,1,60,269933,9305536254
202006,한식,1,70,65458,2186833638
202006,한식,1,80,10189,339206836
202006,한식,1,90,356,13736800
202006,한식,2,0,4,65500
202006,한식,2,10,970,30134675
202006,한식,2,20,187587,5966569070
202006,한식,2,30,486108,16055657701
202006,한식,2,40,861824,27508219008
202006,한식,2,50,723752,23715933188
202006,한식,2,60,262199,9477208607
202006,한식,2,70,55658,2028596346
202006,한식,2,80,7314,268086276
202006,한식,2,90,243,10341500
202006,일식,1,10,127,3906800
202006,일식,1,20,19839,794558266
202006,일식,1,30,48477,2228445671
202006,일식,1,40,60971,2984702849
202006,일식,1,50,43212,2110810955
202006,일식,1,60,14294,770427046
202006,일식,1,70,3402,157175662
202006,일식,1,80,649,27037250
202006,일식,1,90,39,1265540
202006,일식,2,0,1,5000
202006,일식,2,10,103,3282570
202006,일식,2,20,24348,865158972
202006,일식,2,30,44341,1729799209
202006,일식,2,40,67740,2608140161
202006,일식,2,50,51792,2100306522
202006,일식,2,60,14620,705750408
202006,일식,2,70,3005,135936830
202006,일식,2,80,492,22160620
202006,일식,2,90,24,1013830
202006,중식,1,10,164,3350360
202006,중식,1,20,25735,596847403
202006,중식,1,30,89421,2264837869
202006,중식,1,40,137081,3300236346
202006,중식,1,50,83507,1933793741
202006,중식,1,60,25888,625159447
202006,중식,1,70,5819,146462029
202006,중식,1,80,1015,29766546
202006,중식,1,90,39,2004700
202006,중식,2,0,1,8500
202006,중식,2,10,160,3037844
202006,중식,2,20,24892,587057481
202006,중식,2,30,69511,1784555361
202006,중식,2,40,124571,2874815018
202006,중식,2,50,81143,1851703523
202006,중식,2,60,24314,614174743
202006,중식,2,70,5436,147180380
202006,중식,2,80,861,26814910
202006,중식,2,90,29,866500
202006,양식,1,10,65,1973020
202006,양식,1,20,15545,493623473
202006,양식,1,30,40308,1475232795
202006,양식,1,40,42546,1534945542
202006,양식,1,50,27310,901258294
202006,양식,1,60,7538,265870414
202006,양식,1,70,1453,51028264
202006,양식,1,80,271,12019040
202006,양식,1,90,21,1347700
202006,양식,2,0,4,149800
202006,양식,2,10,120,3289780
202006,양식,2,20,26092,803939568
202006,양식,2,30,50786,1608856383
202006,양식,2,40,63645,1877066524
202006,양식,2,50,44337,1314417061
202006,양식,2,60,11409,373022794
202006,양식,2,70,1961,69086065
202006,양식,2,80,329,15251190
202006,양식,2,90,6,334630
202006,패스트푸드점,1,0,2,21500
202006,패스트푸드점,1,10,331,3142293
202006,패스트푸드점,1,20,50847,424358852
202006,패스트푸드점,1,30,153239,1295460677
202006,패스트푸드점,1,40,192802,1778971144
202006,패스트푸드점,1,50,90352,805966997
202006,패스트푸드점,1,60,22457,180197000
202006,패스트푸드점,1,70,5734,45230260
202006,패스트푸드점,1,80,1309,10253530
202006,패스트푸드점,1,90,97,1269500
202006,패스트푸드점,2,10,268,2176860
202006,패스트푸드점,2,20,45858,378467394
202006,패스트푸드점,2,30,156541,1341058301
202006,패스트푸드점,2,40,263765,2404565922
202006,패스트푸드점,2,50,138253,1168830807
202006,패스트푸드점,2,60,36807,293345290
202006,패스트푸드점,2,70,8467,69578539
202006,패스트푸드점,2,80,1290,10656160
202006,패스트푸드점,2,90,33,316500
202006,패밀리레스토랑,1,10,32,1036775
202006,패밀리레스토랑,1,20,3912,114976436
202006,패밀리레스토랑,1,30,12803,393154750
202006,패밀리레스토랑,1,40,18010,532476336
202006,패밀리레스토랑,1,50,10752,301578158
202006,패밀리레스토랑,1,60,2607,76278607
202006,패밀리레스토랑,1,70,548,14944895
202006,패밀리레스토랑,1,80,107,3294385
202006,패밀리레스토랑,1,90,5,127650
202006,패밀리레스토랑,2,10,26,752855
202006,패밀리레스토랑,2,20,4288,135580266
202006,패밀리레스토랑,2,30,13317,408545291
202006,패밀리레스토랑,2,40,22766,628788480
202006,패밀리레스토랑,2,50,15081,412210036
202006,패밀리레스토랑,2,60,3791,106320597
202006,패밀리레스토랑,2,70,837,24558971
202006,패밀리레스토랑,2,80,133,4018816
202006,패밀리레스토랑,2,90,2,123700
202007,한식,1,0,2,32000
202007,한식,1,10,1051,33514570
202007,한식,1,20,182921,6011562499
202007,한식,1,30,576292,20215466257
202007,한식,1,40,920325,32498736109
202007,한식,1,50,717185,24925812082
202007,한식,1,60,292783,10203195791
202007,한식,1,70,73859,2506711583
202007,한식,1,80,12048,401335258
202007,한식,1,90,444,19058000
202007,한식,2,0,5,107600
202007,한식,2,10,1067,35808180
202007,한식,2,20,197978,6422702403
202007,한식,2,30,521652,17604167725
202007,한식,2,40,971292,31706510977
202007,한식,2,50,835909,27863308201
202007,한식,2,60,312032,11274853736
202007,한식,2,70,65969,2398499285
202007,한식,2,80,8920,324973432
202007,한식,2,90,262,9103100
202007,일식,1,10,115,3927150
202007,일식,1,20,20212,805806679
202007,일식,1,30,47908,2219074554
202007,일식,1,40,59956,2944001779
202007,일식,1,50,42826,2080087152
202007,일식,1,60,13872,724843357
202007,일식,1,70,3364,171318438
202007,일식,1,80,697,30274830
202007,일식,1,90,36,1578290
202007,일식,2,0,3,89500
202007,일식,2,10,128,4361820
202007,일식,2,20,25363,917987786
202007,일식,2,30,46294,1861835783
202007,일식,2,40,74505,2917142103
202007,일식,2,50,55914,2231608700
202007,일식,2,60,15624,732238136
202007,일식,2,70,3252,145815349
202007,일식,2,80,540,24093450
202007,일식,2,90,30,1965100
202007,중식,1,10,138,3215880
202007,중식,1,20,26583,625963771
202007,중식,1,30,90019,2269200007
202007,중식,1,40,140986,3392039722
202007,중식,1,50,87885,2023882904
202007,중식,1,60,27944,658332095
202007,중식,1,70,6569,160814013
202007,중식,1,80,1183,32732986
202007,중식,1,90,40,1987600
202007,중식,2,10,177,3177562
202007,중식,2,20,26542,617797553
202007,중식,2,30,74385,1910571780
202007,중식,2,40,141890,3280401375
202007,중식,2,50,93108,2160047634
202007,중식,2,60,28530,738374191
202007,중식,2,70,6436,170797611
202007,중식,2,80,1024,30544820
202007,중식,2,90,23,746300
202007,양식,1,10,83,2857240
202007,양식,1,20,15833,521901321
202007,양식,1,30,40398,1471859202
202007,양식,1,40,44453,1588828658
202007,양식,1,50,29279,984045090
202007,양식,1,60,8100,293411616
202007,양식,1,70,1617,59622275
202007,양식,1,80,321,11860590
202007,양식,1,90,27,1312600
202007,양식,2,0,5,43400
202007,양식,2,10,131,4189864
202007,양식,2,20,27685,872361296
202007,양식,2,30,55164,1773582753
202007,양식,2,40,71872,2175199963
202007,양식,2,50,51835,1552255431
202007,양식,2,60,13427,450469619
202007,양식,2,70,2143,79780358
202007,양식,2,80,318,16119300
202007,양식,2,90,9,462060
202007,패스트푸드점,1,10,309,2848350
202007,패스트푸드점,1,20,49256,414256739
202007,패스트푸드점,1,30,144759,1209057239
202007,패스트푸드점,1,40,179399,1641755865
202007,패스트푸드점,1,50,86183,766553552
202007,패스트푸드점,1,60,22124,176470853
202007,패스트푸드점,1,70,5587,44161860
202007,패스트푸드점,1,80,1588,12362270
202007,패스트푸드점,1,90,90,690000
202007,패스트푸드점,2,0,2,19000
202007,패스트푸드점,2,10,274,2468230
202007,패스트푸드점,2,20,43589,359532964
202007,패스트푸드점,2,30,150351,1277241428
202007,패스트푸드점,2,40,264234,2398037899
202007,패스트푸드점,2,50,139726,1190465715
202007,패스트푸드점,2,60,37884,300240341
202007,패스트푸드점,2,70,8831,70847280
202007,패스트푸드점,2,80,1218,10106010
202007,패스트푸드점,2,90,30,273750
202007,패밀리레스토랑,1,10,23,492750
202007,패밀리레스토랑,1,20,3967,117912516
202007,패밀리레스토랑,1,30,12235,374048528
202007,패밀리레스토랑,1,40,18220,538793540
202007,패밀리레스토랑,1,50,11575,327806426
202007,패밀리레스토랑,1,60,2814,81667564
202007,패밀리레스토랑,1,70,609,17490397
202007,패밀리레스토랑,1,80,115,3973155
202007,패밀리레스토랑,1,90,6,131500
202007,패밀리레스토랑,2,10,18,471140
202007,패밀리레스토랑,2,20,4641,147590872
202007,패밀리레스토랑,2,30,13988,435686422
202007,패밀리레스토랑,2,40,26987,753869467
202007,패밀리레스토랑,2,50,18553,508319083
202007,패밀리레스토랑,2,60,4887,139353591
202007,패밀리레스토랑,2,70,991,28872349
202007,패밀리레스토랑,2,80,185,5450165
202007,패밀리레스토랑,2,90,1,39800
202008,한식,1,0,4,289000
202008,한식,1,10,867,26245960
202008,한식,1,20,175513,5862545620
202008,한식,1,30,544383,19205593547
202008,한식,1,40,907444,32610537366
202008,한식,1,50,721160,25324659170
202008,한식,1,60,291841,10092479287
202008,한식,1,70,72031,2382144066
202008,한식,1,80,11480,391306947
202008,한식,1,90,384,13149200
202008,한식,2,0,4,83000
202008,한식,2,10,859,27076440
202008,한식,2,20,185509,6137003976
202008,한식,2,30,486861,16872236894
202008,한식,2,40,963298,32512168702
202008,한식,2,50,831721,28080593834
202008,한식,2,60,306692,10981984794
202008,한식,2,70,63860,2310756582
202008,한식,2,80,8366,300159908
202008,한식,2,90,245,10338450
202008,일식,1,10,99,3869500
202008,일식,1,20,19903,831092291
202008,일식,1,30,47557,2280139484
202008,일식,1,40,62009,3176580875
202008,일식,1,50,45289,2252911335
202008,일식,1,60,14793,790443045
202008,일식,1,70,3465,165580567
202008,일식,1,80,710,30957820
202008,일식,1,90,29,1747860
202008,일식,2,0,1,30000
202008,일식,2,10,115,4005400
202008,일식,2,20,23959,915395241
202008,일식,2,30,43869,1880373937
202008,일식,2,40,75518,3176797345
202008,일식,2,50,58056,2464257297
202008,일식,2,60,16514,801771207
202008,일식,2,70,3248,153731520
202008,일식,2,80,551,22727360
202008,일식,2,90,18,962350
202008,중식,1,10,136,3015660
202008,중식,1,20,25263,606944043
202008,중식,1,30,86332,2239341849
202008,중식,1,40,141732,3553423286
202008,중식,1,50,90736,2172170026
202008,중식,1,60,30006,726208545
202008,중식,1,70,6844,172016234
202008,중식,1,80,1271,35896600
202008,중식,1,90,54,2642765
202008,중식,2,0,1,17000
202008,중식,2,10,162,3516584
202008,중식,2,20,24443,596747890
202008,중식,2,30,70170,1887156380
202008,중식,2,40,144467,3524041753
202008,중식,2,50,97933,2368177228
202008,중식,2,60,31270,810776232
202008,중식,2,70,6985,186694885
