crym,tco_btc_nm,ma_fem_dc,agegrp_dc,tco_btc_u_ct,tco_btc_u_am
201907,양식,2,30,68528,2130140120
201907,양식,2,40,88617,2672916170
201907,양식,2,50,54234,1613001201
201907,양식,2,60,13180,436827429
201907,양식,2,70,2294,83572433
201907,양식,2,80,329,12910920
201907,양식,2,90,10,435800
201907,패스트푸드점,1,0,2,7900
201907,패스트푸드점,1,10,541,4380220
201907,패스트푸드점,1,20,54259,449398383
201907,패스트푸드점,1,30,174402,1439243497
201907,패스트푸드점,1,40,214427,1907400729
201907,패스트푸드점,1,50,92143,786634286
201907,패스트푸드점,1,60,22536,170759194
201907,패스트푸드점,1,70,6727,48655960
201907,패스트푸드점,1,80,1606,12114880
201907,패스트푸드점,1,90,95,753700
201907,패스트푸드점,2,0,2,15200
201907,패스트푸드점,2,10,622,4898340
201907,패스트푸드점,2,20,57020,462126996
201907,패스트푸드점,2,30,219211,1829864185
201907,패스트푸드점,2,40,344747,3047378972
201907,패스트푸드점,2,50,163837,1319087676
201907,패스트푸드점,2,60,43238,327793600
201907,패스트푸드점,2,70,9944,74584730
201907,패스트푸드점,2,80,1348,9955005
201907,패스트푸드점,2,90,57,601320
201907,패밀리레스토랑,1,10,40,1243630
201907,패밀리레스토랑,1,20,3619,107477130
201907,패밀리레스토랑,1,30,13200,412858569
201907,패밀리레스토랑,1,40,18023,547087772
201907,패밀리레스토랑,1,50,9613,279805257
201907,패밀리레스토랑,1,60,1981,61524026
201907,패밀리레스토랑,1,70,486,17160586
201907,패밀리레스토랑,1,80,116,3612655
201907,패밀리레스토랑,1,90,5,161640
201907,패밀리레스토랑,2,10,39,1174600
201907,패밀리레스토랑,2,20,4690,147011897
201907,패밀리레스토랑,2,30,16919,539447258
201907,패밀리레스토랑,2,40,28906,847354111
201907,패밀리레스토랑,2,50,16479,469289867
201907,패밀리레스토랑,2,60,3691,113638524
201907,패밀리레스토랑,2,70,829,26582555
201907,패밀리레스토랑,2,80,118,3606195
201907,패밀리레스토랑,2,90,4,236820
201908,한식,1,0,5,67000
201908,한식,1,1,10,224500
201908,한식,1,10,1376,42972110
201908,한식,1,20,197699,6351789885
201908,한식,1,30,683203,23643944056
201908,한식,1,40,1046732,37304801124
201908,한식,1,50,742108,25881724149
201908,한식,1,60,282066,9970350526
201908,한식,1,70,75383,2592832931
201908,한식,1,80,12330,424507556
201908,한식,1,90,497,22548050
201908,한식,2,0,7,126000
201908,한식,2,10,1887,53941300
201908,한식,2,20,226631,7077775321
201908,한식,2,30,697333,23243862767
201908,한식,2,40,1217232,40062881026
201908,한식,2,50,935473,31259608877
201908,한식,2,60,325244,11719170618
201908,한식,2,70,71723,2593653894
201908,한식,2,80,9116,327879575
201908,한식,2,90,269,11172350
201908,일식,1,10,114,4217000
201908,일식,1,20,18736,737407468
201908,일식,1,30,50163,2302554052
201908,일식,1,40,63544,3137213835
201908,일식,1,50,42742,2144897436
201908,일식,1,60,13875,739000216
201908,일식,1,70,3486,172560665
201908,일식,1,80,758,33587060
201908,일식,1,90,49,2605100
201908,일식,2,10,183,4722600
201908,일식,2,20,24307,838145785
201908,일식,2,30,52686,2106227018
201908,일식,2,40,84399,3343731765
201908,일식,2,50,57941,2386351399
201908,일식,2,60,16188,771099656
201908,일식,2,70,3533,162215005
201908,일식,2,80,591,23727950
201908,일식,2,90,20,721900
201908,중식,1,10,186,3537360
201908,중식,1,20,26555,629264870
201908,중식,1,30,98074,2501388669
201908,중식,1,40,140699,3490719935
201908,중식,1,50,80312,1899731622
201908,중식,1,60,25030,607055900
201908,중식,1,70,6472,161741610
201908,중식,1,80,1194,33982755
201908,중식,1,90,59,3017300
201908,중식,2,10,265,5615784
201908,중식,2,20,28174,668983450
201908,중식,2,30,90456,2358274438
201908,중식,2,40,151823,3696759838
201908,중식,2,50,93415,2237846743
201908,중식,2,60,28385,731712332
201908,중식,2,70,6671,183959805
201908,중식,2,80,990,32431865
201908,중식,2,90,44,1651300
201908,양식,1,10,139,3491470
201908,양식,1,20,17134,538154549
201908,양식,1,30,48506,1709289896
201908,양식,1,40,54220,1958636786
201908,양식,1,50,31122,1060269676
201908,양식,1,60,8186,278346059
201908,양식,1,70,1744,60727455
201908,양식,1,80,376,22017880
201908,양식,1,90,14,335350
201908,양식,2,10,251,6640090
201908,양식,2,20,30884,913492869
201908,양식,2,30,72668,2288165757
201908,양식,2,40,94141,2877164861
201908,양식,2,50,56713,1703268313
201908,양식,2,60,13678,462046092
201908,양식,2,70,2487,89893769
201908,양식,2,80,380,14822520
201908,양식,2,90,8,311025
201908,패스트푸드점,1,10,497,4149060
201908,패스트푸드점,1,20,54828,461281060
201908,패스트푸드점,1,30,175849,1469964367
201908,패스트푸드점,1,40,224438,2030591825
201908,패스트푸드점,1,50,96457,821550630
201908,패스트푸드점,1,60,24837,190071611
201908,패스트푸드점,1,70,7470,54231950
201908,패스트푸드점,1,80,1720,12917060
201908,패스트푸드점,1,90,136,1010550
201908,패스트푸드점,2,10,576,4792590
201908,패스트푸드점,2,20,56012,461335090
201908,패스트푸드점,2,30,220870,1879467731
201908,패스트푸드점,2,40,359460,3207886326
201908,패스트푸드점,2,50,171607,1387870002
201908,패스트푸드점,2,60,47081,350929528
201908,패스트푸드점,2,70,11039,82944015
201908,패스트푸드점,2,80,1523,11535970
201908,패스트푸드점,2,90,64,573250
201908,패밀리레스토랑,1,10,33,1071088
201908,패밀리레스토랑,1,20,3923,113467272
201908,패밀리레스토랑,1,30,13296,408845560
201908,패밀리레스토랑,1,40,18590,564885653
201908,패밀리레스토랑,1,50,9626,281219127
201908,패밀리레스토랑,1,60,2227,66569520
201908,패밀리레스토랑,1,70,506,17168284
201908,패밀리레스토랑,1,80,95,2994573
201908,패밀리레스토랑,1,90,5,164380
201908,패밀리레스토랑,2,10,38,920075
201908,패밀리레스토랑,2,20,4789,148266976
201908,패밀리레스토랑,2,30,17303,546042735
201908,패밀리레스토랑,2,40,30399,878216176
201908,패밀리레스토랑,2,50,17264,486948774
201908,패밀리레스토랑,2,60,3962,126048289
201908,패밀리레스토랑,2,70,880,29649066
201908,패밀리레스토랑,2,80,114,3903448
201908,패밀리레스토랑,2,90,2,41200
201909,한식,1,0,1,12000
201909,한식,1,1,7,129000
201909,한식,1,10,1432,41766026
201909,한식,1,20,183282,5906488129
201909,한식,1,30,600911,20668593744
201909,한식,1,40,906318,31288893695
201909,한식,1,50,647506,22100680344
201909,한식,1,60,247038,8695434624
201909,한식,1,70,64169,2211190003
201909,한식,1,80,10355,355952864
201909,한식,1,90,435,15689000
201909,한식,2,0,3,47000
201909,한식,2,10,1700,48127580
201909,한식,2,20,204471,6321948423
201909,한식,2,30,590424,19174581142
201909,한식,2,40,1034203,32225600519
201909,한식,2,50,795622,25976918223
201909,한식,2,60,274658,9926335563
201909,한식,2,70,59779,2159413847
201909,한식,2,80,7743,293457550
201909,한식,2,90,197,9316000
201909,일식,1,10,129,4739100
201909,일식,1,20,18819,756921825
201909,일식,1,30,46609,2182075571
201909,일식,1,40,56893,2828266702
201909,일식,1,50,38592,1892386729
201909,일식,1,60,12975,706912392
201909,일식,1,70,3394,167748796
201909,일식,1,80,663,28728110
201909,일식,1,90,44,2446460
201909,일식,2,10,173,4929980
201909,일식,2,20,23289,831883219
201909,일식,2,30,47498,1899871446
201909,일식,2,40,74909,2901485200
201909,일식,2,50,52805,2193941279
201909,일식,2,60,14804,728241226
201909,일식,2,70,3251,149416341
201909,일식,2,80,568,22875350
201909,일식,2,90,23,1125300
201909,중식,1,0,1,23600
201909,중식,1,10,197,4157535
201909,중식,1,20,25536,606008441
201909,중식,1,30,89983,2303813823
201909,중식,1,40,127674,3132266065
201909,중식,1,50,75218,1762163733
201909,중식,1,60,23676,585090168
201909,중식,1,70,5796,146256058
201909,중식,1,80,1114,32037750
201909,중식,1,90,45,1797300
201909,중식,2,0,1,7000
201909,중식,2,10,255,4643656
201909,중식,2,20,26605,625368794
201909,중식,2,30,79077,2035372725
201909,중식,2,40,132636,3119277603
201909,중식,2,50,84855,1975759741
201909,중식,2,60,25428,676866746
201909,중식,2,70,5781,160043833
201909,중식,2,80,852,25698888
201909,중식,2,90,28,934480
201909,양식,1,10,108,3272753
201909,양식,1,20,16429,526609103
201909,양식,1,30,42781,1526494119
201909,양식,1,40,44727,1563460771
201909,양식,1,50,26457,887642648
201909,양식,1,60,6957,282589574
201909,양식,1,70,1496,57151774
201909,양식,1,80,305,16757105
201909,양식,1,90,15,656800
201909,양식,2,0,1,4800
201909,양식,2,1,1,6400
201909,양식,2,10,177,4576243
201909,양식,2,20,28034,846181962
201909,양식,2,30,60194,1839226070
201909,양식,2,40,75057,2175358662
201909,양식,2,50,47694,1380060383
201909,양식,2,60,11716,412809096
201909,양식,2,70,1940,74155975
201909,양식,2,80,273,9906400
201909,양식,2,90,6,386380
201909,패스트푸드점,1,10,511,4521300
201909,패스트푸드점,1,20,53099,446332071
201909,패스트푸드점,1,30,163760,1377672338
201909,패스트푸드점,1,40,197051,1789658773
201909,패스트푸드점,1,50,86256,740913636
201909,패스트푸드점,1,60,20920,163005150
201909,패스트푸드점,1,70,5812,44663510
201909,패스트푸드점,1,80,1424,10557770
201909,패스트푸드점,1,90,101,776050
201909,패스트푸드점,2,0,3,18300
201909,패스트푸드점,2,1,2,8200
201909,패스트푸드점,2,10,512,4180730
201909,패스트푸드점,2,20,53412,438029874
201909,패스트푸드점,2,30,194510,1653021811
201909,패스트푸드점,2,40,301691,2678680058
201909,패스트푸드점,2,50,146965,1201045405
201909,패스트푸드점,2,60,37801,292597430
201909,패스트푸드점,2,70,8499,66833120
201909,패스트푸드점,2,80,1223,9590254
201909,패스트푸드점,2,90,39,343030
201909,패밀리레스토랑,1,10,40,1232770
201909,패밀리레스토랑,1,20,3995,112575290
201909,패밀리레스토랑,1,30,13369,389561625
201909,패밀리레스토랑,1,40,18640,529893156
201909,패밀리레스토랑,1,50,9608,270299059
201909,패밀리레스토랑,1,60,2076,59039502
201909,패밀리레스토랑,1,70,481,16344946
201909,패밀리레스토랑,1,80,99,4247864
201909,패밀리레스토랑,1,90,8,218105
201909,패밀리레스토랑,2,10,43,1116230
201909,패밀리레스토랑,2,20,4845,144343012
201909,패밀리레스토랑,2,30,16511,481828816
201909,패밀리레스토랑,2,40,28188,762591878
201909,패밀리레스토랑,2,50,16051,434131529
201909,패밀리레스토랑,2,60,3584,109169143
201909,패밀리레스토랑,2,70,763,25315591
201909,패밀리레스토랑,2,80,130,4924933
201909,패밀리레스토랑,2,90,3,92060
201910,한식,1,0,4,49700
201910,한식,1,1,5,136000
201910,한식,1,10,1717,46761500
201910,한식,1,20,205647,6454111139
201910,한식,1,30,678389,22936054458
201910,한식,1,40,1036218,35242351219
201910,한식,1,50,744108,24811897420
201910,한식,1,60,286294,9925345782
201910,한식,1,70,76517,2611618963
201910,한식,1,80,12585,412235770
201910,한식,1,90,482,14589850
201910,한식,2,0,23,250300
201910,한식,2,10,1944,50420575
201910,한식,2,20,232291,7097162784
201910,한식,2,30,674663,21671412773
201910,한식,2,40,1217426,37434727596
201910,한식,2,50,942471,30309530776
201910,한식,2,60,331627,11829240341
201910,한식,2,70,73733,2632663744
201910,한식,2,80,9279,325574012
201910,한식,2,90,276,9270300
201910,일식,1,1,1,44000
201910,일식,1,10,120,4060180
201910,일식,1,20,21155,831437782
201910,일식,1,30,53247,2450452700
201910,일식,1,40,66525,3278653468
201910,일식,1,50,44569,2214624125
201910,일식,1,60,14625,816888298
201910,일식,1,70,3987,205344195
201910,일식,1,80,865,38119063
201910,일식,1,90,66,2446900
201910,일식,2,0,1,8500
201910,일식,2,10,198,5242095
201910,일식,2,20,27486,967285645
201910,일식,2,30,55663,2185356469
201910,일식,2,40,89939,3502230939
201910,일식,2,50,62823,2615928718
201910,일식,2,60,17422,882717054
201910,일식,2,70,3965,192146475
201910,일식,2,80,673,26751585
201910,일식,2,90,32,1383400
201910,중식,1,0,4,84000
201910,중식,1,10,208,3851670
201910,중식,1,20,29039,669869314
201910,중식,1,30,100219,2510123282
201910,중식,1,40,145217,3480725202
201910,중식,1,50,85924,1922997485
201910,중식,1,60,27332,639654251
201910,중식,1,70,6905,173604406
201910,중식,1,80,1263,31582677
201910,중식,1,90,53,2133500
201910,중식,2,0,2,24600
201910,중식,2,10,257,4824600
201910,중식,2,20,30380,707459765
201910,중식,2,30,90082,2289443311
201910,중식,2,40,155229,3540284474
201910,중식,2,50,99258,2212338640
201910,중식,2,60,29632,754311218
201910,중식,2,70,6961,187568322
201910,중식,2,80,1034,32422220
201910,중식,2,90,42,1378500
201910,양식,1,10,133,3215850
201910,양식,1,20,17154,537410317
201910,양식,1,30,47329,1624669001
201910,양식,1,40,52398,1813326364
201910,양식,1,50,29803,987757145
201910,양식,1,60,7908,297751591
201910,양식,1,70,1703,60609818
201910,양식,1,80,324,13449029
201910,양식,1,90,21,1108900
201910,양식,2,0,6,176900
201910,양식,2,10,214,5553473
201910,양식,2,20,30356,875901731
201910,양식,2,30,69660,2131764315
201910,양식,2,40,88517,2498521462
201910,양식,2,50,54192,1565971337
201910,양식,2,60,13201,463263671
201910,양식,2,70,2355,87207054
201910,양식,2,80,317,14192000
201910,양식,2,90,18,391900
201910,패스트푸드점,1,10,582,5288910
201910,패스트푸드점,1,20,55673,464632119
201910,패스트푸드점,1,30,166875,1402462757
201910,패스트푸드점,1,40,200666,1808007643
201910,패스트푸드점,1,50,89772,766223095
201910,패스트푸드점,1,60,21827,169244030
201910,패스트푸드점,1,70,6035,46081450
201910,패스트푸드점,1,80,1461,10928540
201910,패스트푸드점,1,90,88,637000
201910,패스트푸드점,2,0,4,25900
201910,패스트푸드점,2,10,587,4590120
201910,패스트푸드점,2,20,56931,465672861
201910,패스트푸드점,2,30,201319,1710383365
201910,패스트푸드점,2,40,319011,2801045316
201910,패스트푸드점,2,50,157045,1278855524
201910,패스트푸드점,2,60,39328,303159728
201910,패스트푸드점,2,70,8785,67225820
201910,패스트푸드점,2,80,1260,9565377
201910,패스트푸드점,2,90,57,399300
201910,패밀리레스토랑,1,10,33,858600
201910,패밀리레스토랑,1,20,3823,112233926
201910,패밀리레스토랑,1,30,12756,389757231
201910,패밀리레스토랑,1,40,17374,516082939
201910,패밀리레스토랑,1,50,9614,266203240
201910,패밀리레스토랑,1,60,1944,62198442
201910,패밀리레스토랑,1,70,489,17810745
201910,패밀리레스토랑,1,80,114,4113260
201910,패밀리레스토랑,1,90,4,88670
201910,패밀리레스토랑,2,0,1,19450
201910,패밀리레스토랑,2,10,35,844770
201910,패밀리레스토랑,2,20,4588,139774937
201910,패밀리레스토랑,2,30,15446,488179315
201910,패밀리레스토랑,2,40,27563,774615663
201910,패밀리레스토랑,2,50,16097,447882591
201910,패밀리레스토랑,2,60,3665,108762243
201910,패밀리레스토랑,2,70,794,28094363
201910,패밀리레스토랑,2,80,130,4731055
201910,패밀리레스토랑,2,90,2,58250
201911,한식,1,1,9,223300
201911,한식,1,10,1543,45907120
201911,한식,1,20,200479,6410828709
201911,한식,1,30,643232,21985863222
201911,한식,1,40,989180,33945788602
201911,한식,1,50,719546,24363262588
201911,한식,1,60,275452,9581770399
201911,한식,1,70,72698,2470538254
201911,한식,1,80,12038,408265440
201911,한식,1,90,473,15858230
201911,한식,2,0,23,316850
201911,한식,2,10,1880,52671514
201911,한식,2,20,225185,6926873110
201911,한식,2,30,626068,20245193847
201911,한식,2,40,1156137,35841996897
201911,한식,2,50,899289,29157337439
201911,한식,2,60,312233,11212665280
201911,한식,2,70,68998,2447719450
201911,한식,2,80,8673,304290220
201911,한식,2,90,267,10516450
201911,일식,1,1,1,129000
201911,일식,1,10,139,4698520
201911,일식,1,20,20497,834956912
201911,일식,1,30,50704,2399620540
201911,일식,1,40,61993,3145705796
201911,일식,1,50,42180,2162839086
201911,일식,1,60,13633,774020375
201911,일식,1,70,3660,184498605
201911,일식,1,80,861,37991500
201911,일식,1,90,53,1929500
201911,일식,2,10,207,5677900
201911,일식,2,20,26347,927775185
201911,일식,2,30,50999,2042217677
201911,일식,2,40,83847,3275166863
201911,일식,2,50,58558,2450543019
201911,일식,2,60,15948,827776380
201911,일식,2,70,3581,170896025
201911,일식,2,80,590,26077200
201911,일식,2,90,39,1518300
201911,중식,1,0,3,40000
201911,중식,1,10,214,4291910
201911,중식,1,20,28258,668276546
201911,중식,1,30,96137,2419366198
201911,중식,1,40,139650,3357122147
201911,중식,1,50,83480,1932990577
201911,중식,1,60,26204,629087300
201911,중식,1,70,6493,165822164
201911,중식,1,80,1213,34929258
201911,중식,1,90,48,1744000
201911,중식,2,0,6,72300
201911,중식,2,10,317,5694524
201911,중식,2,20,29954,692032451
201911,중식,2,30,84906,2132968027
201911,중식,2,40,150795,3438197696
201911,중식,2,50,96656,2218894149
201911,중식,2,60,28407,733656620
201911,중식,2,70,6330,173119024
201911,중식,2,80,960,28946240
201911,중식,2,90,30,1330400
201911,양식,1,10,135,3796670
201911,양식,1,20,16016,525288090
201911,양식,1,30,42694,1544566576
201911,양식,1,40,47384,1703688408
201911,양식,1,50,28395,980892785
201911,양식,1,60,7251,282154440
201911,양식,1,70,1492,59390680
201911,양식,1,80,341,16476130
201911,양식,1,90,16,594800
201911,양식,2,0,8,132000
201911,양식,2,1,1,37800
201911,양식,2,10,198,4458918
201911,양식,2,20,27880,849143931
201911,양식,2,30,60751,1893866469
201911,양식,2,40,81830,2372903234
201911,양식,2,50,51880,1519278639
201911,양식,2,60,12134,414347245
201911,양식,2,70,2090,80488310
201911,양식,2,80,298,15294360
201911,양식,2,90,23,409600
201911,패스트푸드점,1,10,519,4395490
201911,패스트푸드점,1,20,51811,439468081
201911,패스트푸드점,1,30,146076,1240333694
201911,패스트푸드점,1,40,173365,1567329965
201911,패스트푸드점,1,50,80078,688240082
201911,패스트푸드점,1,60,19215,149885490
201911,패스트푸드점,1,70,5260,39689870
201911,패스트푸드점,1,80,1280,9055420
201911,패스트푸드점,1,90,74,572350
201911,패스트푸드점,2,0,8,50900
201911,패스트푸드점,2,1,2,20300
201911,패스트푸드점,2,10,511,4055370
201911,패스트푸드점,2,20,51143,422603747
201911,패스트푸드점,2,30,168776,1432422530
201911,패스트푸드점,2,40,276332,2427269381
201911,패스트푸드점,2,50,139032,1146364128
201911,패스트푸드점,2,60,33773,263438071
201911,패스트푸드점,2,70,7476,58596010
201911,패스트푸드점,2,80,1058,9190074
201911,패스트푸드점,2,90,34,284900
201911,패밀리레스토랑,1,10,24,791205
201911,패밀리레스토랑,1,20,3794,111709449
201911,패밀리레스토랑,1,30,12802,396222361
201911,패밀리레스토랑,1,40,17350,523255775
201911,패밀리레스토랑,1,50,9551,275564449
201911,패밀리레스토랑,1,60,2054,62649448
201911,패밀리레스토랑,1,70,461,13961865
201911,패밀리레스토랑,1,80,96,3126535
201911,패밀리레스토랑,1,90,4,88530
201911,패밀리레스토랑,2,10,42,1064263
201911,패밀리레스토랑,2,20,4758,148486638
201911,패밀리레스토랑,2,30,15647,502906772
201911,패밀리레스토랑,2,40,27476,780504780
201911,패밀리레스토랑,2,50,16026,439668925
201911,패밀리레스토랑,2,60,3529,107413739
201911,패밀리레스토랑,2,70,770,24748776
201911,패밀리레스토랑,2,80,142,4508910
201911,패밀리레스토랑,2,90,6,192200
201912,한식,1,0,2,47000
201912,한식,1,10,1778,54716084
201912,한식,1,20,208073,7015553698
201912,한식,1,30,661032,24399627788
201912,한식,1,40,1024259,38233560985
201912,한식,1,50,739882,27585700136
201912,한식,1,60,283852,11031689897
201912,한식,1,70,75228,2900536743
201912,한식,1,80,12377,446562732
201912,한식,1,90,467,17636910
201912,한식,2,0,21,496900
201912,한식,2,10,1788,49096045
201912,한식,2,20,229506,7396970651
201912,한식,2,30,626612,21999862512
201912,한식,2,40,1168674,39472413764
201912,한식,2,50,907366,32437739390
201912,한식,2,60,318828,12825509840
201912,한식,2,70,69856,2737747429
201912,한식,2,80,9156,351292264
201912,한식,2,90,234,9068500
201912,일식,1,10,156,6850890
201912,일식,1,20,22206,964142402
201912,일식,1,30,54341,2859638310
201912,일식,1,40,69168,3953678370
201912,일식,1,50,46673,2820607660
201912,일식,1,60,15129,1035510773
201912,일식,1,70,4001,240959145
201912,일식,1,80,729,36409700
201912,일식,1,90,32,1513400
201912,일식,2,0,1,27000
201912,일식,2,10,201,5450935
201912,일식,2,20,28242,1073925582
201912,일식,2,30,53666,2380051718
201912,일식,2,40,89628,3992556371
201912,일식,2,50,62987,3128485177
201912,일식,2,60,17706,1059735449
201912,일식,2,70,3805,204459760
201912,일식,2,80,618,29180570
201912,일식,2,90,24,1223740
201912,중식,1,10,230,4359216
201912,중식,1,20,29963,739258430
201912,중식,1,30,100905,2723030246
201912,중식,1,40,149028,3917485656
201912,중식,1,50,88703,2248023371
201912,중식,1,60,27828,816322398
201912,중식,1,70,6601,195439603
201912,중식,1,80,1221,38297460
201912,중식,1,90,50,1337000
201912,중식,2,0,5,64200
201912,중식,2,10,290,5507502
201912,중식,2,20,31395,754509321
201912,중식,2,30,87886,2396846608
201912,중식,2,40,161537,4016610392
201912,중식,2,50,101778,2601257375
201912,중식,2,60,29142,846547612
201912,중식,2,70,6609,200370514
201912,중식,2,80,1020,36495300
201912,중식,2,90,36,2036100
201912,양식,1,10,126,3422330
201912,양식,1,20,18935,669210290
201912,양식,1,30,48681,1902389413
201912,양식,1,40,54636,2217573759
201912,양식,1,50,32485,1247887356
201912,양식,1,60,8386,386960663
201912,양식,1,70,1702,81038818
201912,양식,1,80,352,19380090
201912,양식,1,90,21,958540
201912,양식,2,0,3,41800
201912,양식,2,10,227,5501375
201912,양식,2,20,32053,1068383615
201912,양식,2,30,66674,2388431433
201912,양식,2,40,91701,3102837857
201912,양식,2,50,57848,2010124886
201912,양식,2,60,13956,581933626
201912,양식,2,70,2408,115861661
201912,양식,2,80,370,15750240
201912,양식,2,90,16,409980
201912,패스트푸드점,1,0,1,14400
201912,패스트푸드점,1,10,552,5093920
201912,패스트푸드점,1,20,52626,456008274
201912,패스트푸드점,1,30,154367,1352351743
201912,패스트푸드점,1,40,193033,1818434443
201912,패스트푸드점,1,50,86754,785847613
201912,패스트푸드점,1,60,20833,169326055
201912,패스트푸드점,1,70,5628,44844430
201912,패스트푸드점,1,80,1459,11101230
201912,패스트푸드점,1,90,73,530250
201912,패스트푸드점,2,0,10,49600
201912,패스트푸드점,2,10,439,3502810
201912,패스트푸드점,2,20,51101,427871280
201912,패스트푸드점,2,30,177088,1552944145
201912,패스트푸드점,2,40,301321,2771918347
201912,패스트푸드점,2,50,147903,1264380056
201912,패스트푸드점,2,60,37306,299073411
201912,패스트푸드점,2,70,8305,66955596
201912,패스트푸드점,2,80,1085,8775000
201912,패스트푸드점,2,90,49,476200
201912,패밀리레스토랑,1,10,40,1270660
201912,패밀리레스토랑,1,20,4660,145965012
201912,패밀리레스토랑,1,30,15856,513332481
201912,패밀리레스토랑,1,40,22493,736876990
201912,패밀리레스토랑,1,50,12108,374960646
201912,패밀리레스토랑,1,60,2746,87254249
201912,패밀리레스토랑,1,70,557,21503353
201912,패밀리레스토랑,1,80,122,4348805
201912,패밀리레스토랑,1,90,7,236440
201912,패밀리레스토랑,2,10,35,1046405
201912,패밀리레스토랑,2,20,5681,189506444
201912,패밀리레스토랑,2,30,18682,637934247
201912,패밀리레스토랑,2,40,33839,1026634562
201912,패밀리레스토랑,2,50,19944,592571809
201912,패밀리레스토랑,2,60,4708,152608792
201912,패밀리레스토랑,2,70,971,34171207
201912,패밀리레스토랑,2,80,134,5017580
201912,패밀리레스토랑,2,90,6,186430
202001,한식,1,0,8,121000
202001,한식,1,10,1474,44393290
202001,한식,1,20,191244,6371883526
202001,한식,1,30,604996,21507271560
202001,한식,1,40,941663,34290593671
202001,한식,1,50,679803,24241475474
202001,한식,1,60,262468,9393606437
202001,한식,1,70,67824,2373630617
202001,한식,1,80,10844,376534806
202001,한식,1,90,397,17799000
202001,한식,2,0,25,427400
202001,한식,2,10,1545,45641785
202001,한식,2,20,209369,6674505690
202001,한식,2,30,567035,19238493716
202001,한식,2,40,1060537,35095694329
202001,한식,2,50,828977,28068052621
202001,한식,2,60,290341,10670025426
202001,한식,2,70,61737,2318625856
202001,한식,2,80,8219,308724789
202001,한식,2,90,211,11979600
202001,일식,1,10,124,4792790
202001,일식,1,20,20109,820016328
202001,일식,1,30,48507,2335136102
202001,일식,1,40,62064,3316507835
202001,일식,1,50,41424,2204702903
202001,일식,1,60,13466,778393806
202001,일식,1,70,3467,178094022
202001,일식,1,80,683,33950320
202001,일식,1,90,33,1605000
202001,일식,2,0,1,18000
202001,일식,2,10,154,4373940
202001,일식,2,20,24911,899283967
202001,일식,2,30,48006,1984433896
202001,일식,2,40,79901,3325145128
202001,일식,2,50,55856,2453905322
202001,일식,2,60,15537,792498015
202001,일식,2,70,3436,174118285
202001,일식,2,80,557,26261810
202001,일식,2,90,22,770000
202001,중식,1,0,1,13500
202001,중식,1,10,198,4107730
202001,중식,1,20,27629,676593324
202001,중식,1,30,93457,2468140521
202001,중식,1,40,140999,3662590800
202001,중식,1,50,82969,2063208517
202001,중식,1,60,25721,648814378
202001,중식,1,70,6329,176472640
202001,중식,1,80,1176,35099190
202001,중식,1,90,48,1693000
202001,중식,2,0,4,45100
202001,중식,2,10,242,4575876
202001,중식,2,20,29357,700582292
202001,중식,2,30,80815,2151520753
202001,중식,2,40,151069,3766748479
202001,중식,2,50,93128,2301096674
202001,중식,2,60,27997,769651455
202001,중식,2,70,6262,185754220
202001,중식,2,80,924,36796465
202001,중식,2,90,31,2284500
202001,양식,1,0,4,110300
202001,양식,1,10,113,3266603
202001,양식,1,20,16384,537912911
202001,양식,1,30,42509,1559906589
202001,양식,1,40,48944,1796548976
202001,양식,1,50,29014,1055106365
202001,양식,1,60,7687,293375199
202001,양식,1,70,1564,66715507
202001,양식,1,80,299,16032470
202001,양식,1,90,18,891800
202001,양식,2,0,2,18600
202001,양식,2,10,164,4545420
202001,양식,2,20,27504,867397610
202001,양식,2,30,57830,1895241128
202001,양식,2,40,81435,2558842001
202001,양식,2,50,50915,1582557189
202001,양식,2,60,12440,431564149
202001,양식,2,70,2138,89145540
202001,양식,2,80,330,15830690
202001,양식,2,90,21,694000
202001,패스트푸드점,1,0,3,23400
202001,패스트푸드점,1,10,483,4418950
202001,패스트푸드점,1,20,49941,427884663
202001,패스트푸드점,1,30,149562,1315089177
202001,패스트푸드점,1,40,194152,1887193191
202001,패스트푸드점,1,50,84434,778858310
202001,패스트푸드점,1,60,20508,170334362
202001,패스트푸드점,1,70,5463,43534011
202001,패스트푸드점,1,80,1283,10269240
202001,패스트푸드점,1,90,81,593100
202001,패스트푸드점,2,0,2,3500
202001,패스트푸드점,2,10,412,3300830
202001,패스트푸드점,2,20,47574,399581636
202001,패스트푸드점,2,30,172584,1541755521
202001,패스트푸드점,2,40,299799,2863175596
202001,패스트푸드점,2,50,140836,1225589934
202001,패스트푸드점,2,60,36860,304189434
202001,패스트푸드점,2,70,7999,68146625
202001,패스트푸드점,2,80,1156,9780850
202001,패스트푸드점,2,90,30,3.00E+05
202001,패밀리레스토랑,1,10,38,1166755
202001,패밀리레스토랑,1,20,4393,137810723
202001,패밀리레스토랑,1,30,14200,451768823
202001,패밀리레스토랑,1,40,21162,671909761
202001,패밀리레스토랑,1,50,11651,352602686
202001,패밀리레스토랑,1,60,2698,87656084
202001,패밀리레스토랑,1,70,626,22013472
202001,패밀리레스토랑,1,80,86,2931046
202001,패밀리레스토랑,1,90,7,300390
202001,패밀리레스토랑,2,0,1,17800
202001,패밀리레스토랑,2,10,27,832973
202001,패밀리레스토랑,2,20,5152,166532886
202001,패밀리레스토랑,2,30,16436,537386622
202001,패밀리레스토랑,2,40,31759,951825127
